,ScenarioID,CountryID,Year,PassTransIntensity_IX,FreightTransIntensity_IX,ShDe_PassPrivCar_IX,ShDe_PassPublicTrans_IX,ShDe_PassPlane_IX,ShDe_FreightTransRoad_IX,ShDe_FreightTransRail_IX,ShTrip_CarU_IX,ShTrip_CarR_IX,ShTrip_CarH_IX,FreightTrans_EU_CEC_IX
384,1,7,2079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
385,1,7,2080,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
386,1,7,2081,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
387,1,7,2082,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
388,1,7,2083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
389,1,7,2084,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
390,1,7,2085,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
391,1,7,2086,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
392,1,7,2087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
393,1,7,2088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
394,1,7,2089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
395,1,7,2090,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
396,1,7,2091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
397,1,7,2092,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
398,1,7,2093,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
399,1,7,2094,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
400,1,7,2095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
401,1,7,2096,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
402,1,7,2097,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
403,1,7,2098,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
404,1,7,2099,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
405,1,7,2100,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
