,CountryID,PolicyID,Year,VehTypeID,JSType_VSMID,Subsidy
433,9,0,2073,6,12,0
434,9,0,2074,4,1,0
435,9,0,2074,4,2,0
436,9,0,2074,4,3,0
437,9,0,2074,6,4,0
438,9,0,2074,6,10,0
439,9,0,2074,6,11,0
440,9,0,2074,6,12,0
441,9,0,2075,4,1,0
442,9,0,2075,4,2,0
443,9,0,2075,4,3,0
444,9,0,2075,6,4,0
445,9,0,2075,6,10,0
446,9,0,2075,6,11,0
447,9,0,2075,6,12,0
448,9,0,2076,4,1,0
449,9,0,2076,4,2,0
450,9,0,2076,4,3,0
451,9,0,2076,6,4,0
452,9,0,2076,6,10,0
453,9,0,2076,6,11,0
454,9,0,2076,6,12,0
455,9,0,2077,4,1,0
456,9,0,2077,4,2,0
457,9,0,2077,4,3,0
458,9,0,2077,6,4,0
459,9,0,2077,6,10,0
460,9,0,2077,6,11,0
461,9,0,2077,6,12,0
462,9,0,2078,4,1,0
463,9,0,2078,4,2,0
464,9,0,2078,4,3,0
465,9,0,2078,6,4,0
466,9,0,2078,6,10,0
467,9,0,2078,6,11,0
468,9,0,2078,6,12,0
469,9,0,2079,4,1,0
470,9,0,2079,4,2,0
471,9,0,2079,4,3,0
472,9,0,2079,6,4,0
473,9,0,2079,6,10,0
474,9,0,2079,6,11,0
475,9,0,2079,6,12,0
476,9,0,2080,4,1,0
477,9,0,2080,4,2,0
478,9,0,2080,4,3,0
479,9,0,2080,6,4,0
480,9,0,2080,6,10,0
481,9,0,2080,6,11,0
482,9,0,2080,6,12,0
483,9,0,2081,4,1,0
484,9,0,2081,4,2,0
485,9,0,2081,4,3,0
486,9,0,2081,6,4,0
487,9,0,2081,6,10,0
488,9,0,2081,6,11,0
489,9,0,2081,6,12,0
490,9,0,2082,4,1,0
491,9,0,2082,4,2,0
492,9,0,2082,4,3,0
493,9,0,2082,6,4,0
494,9,0,2082,6,10,0
495,9,0,2082,6,11,0
496,9,0,2082,6,12,0
497,9,0,2083,4,1,0
498,9,0,2083,4,2,0
499,9,0,2083,4,3,0
500,9,0,2083,6,4,0
501,9,0,2083,6,10,0
502,9,0,2083,6,11,0
503,9,0,2083,6,12,0
504,9,0,2084,4,1,0
505,9,0,2084,4,2,0
506,9,0,2084,4,3,0
507,9,0,2084,6,4,0
508,9,0,2084,6,10,0
509,9,0,2084,6,11,0
510,9,0,2084,6,12,0
511,9,0,2085,4,1,0
512,9,0,2085,4,2,0
513,9,0,2085,4,3,0
514,9,0,2085,6,4,0
515,9,0,2085,6,10,0
516,9,0,2085,6,11,0
517,9,0,2085,6,12,0
518,9,0,2086,4,1,0
519,9,0,2086,4,2,0
520,9,0,2086,4,3,0
521,9,0,2086,6,4,0
522,9,0,2086,6,10,0
523,9,0,2086,6,11,0
524,9,0,2086,6,12,0
525,9,0,2087,4,1,0
526,9,0,2087,4,2,0
527,9,0,2087,4,3,0
528,9,0,2087,6,4,0
529,9,0,2087,6,10,0
530,9,0,2087,6,11,0
531,9,0,2087,6,12,0
532,9,0,2088,4,1,0
533,9,0,2088,4,2,0
534,9,0,2088,4,3,0
535,9,0,2088,6,4,0
536,9,0,2088,6,10,0
537,9,0,2088,6,11,0
538,9,0,2088,6,12,0
539,9,0,2089,4,1,0
540,9,0,2089,4,2,0
541,9,0,2089,4,3,0
542,9,0,2089,6,4,0
543,9,0,2089,6,10,0
544,9,0,2089,6,11,0
545,9,0,2089,6,12,0
546,9,0,2090,4,1,0
547,9,0,2090,4,2,0
548,9,0,2090,4,3,0
549,9,0,2090,6,4,0
550,9,0,2090,6,10,0
551,9,0,2090,6,11,0
552,9,0,2090,6,12,0
553,9,0,2091,4,1,0
554,9,0,2091,4,2,0
555,9,0,2091,4,3,0
556,9,0,2091,6,4,0
557,9,0,2091,6,10,0
558,9,0,2091,6,11,0
559,9,0,2091,6,12,0
560,9,0,2092,4,1,0
561,9,0,2092,4,2,0
562,9,0,2092,4,3,0
563,9,0,2092,6,4,0
564,9,0,2092,6,10,0
565,9,0,2092,6,11,0
566,9,0,2092,6,12,0
567,9,0,2093,4,1,0
568,9,0,2093,4,2,0
569,9,0,2093,4,3,0
570,9,0,2093,6,4,0
571,9,0,2093,6,10,0
572,9,0,2093,6,11,0
573,9,0,2093,6,12,0
574,9,0,2094,4,1,0
575,9,0,2094,4,2,0
576,9,0,2094,4,3,0
577,9,0,2094,6,4,0
578,9,0,2094,6,10,0
579,9,0,2094,6,11,0
580,9,0,2094,6,12,0
581,9,0,2095,4,1,0
582,9,0,2095,4,2,0
583,9,0,2095,4,3,0
584,9,0,2095,6,4,0
585,9,0,2095,6,10,0
586,9,0,2095,6,11,0
587,9,0,2095,6,12,0
588,9,0,2096,4,1,0
589,9,0,2096,4,2,0
590,9,0,2096,4,3,0
591,9,0,2096,6,4,0
592,9,0,2096,6,10,0
593,9,0,2096,6,11,0
594,9,0,2096,6,12,0
595,9,0,2097,4,1,0
596,9,0,2097,4,2,0
597,9,0,2097,4,3,0
598,9,0,2097,6,4,0
599,9,0,2097,6,10,0
600,9,0,2097,6,11,0
601,9,0,2097,6,12,0
602,9,0,2098,4,1,0
603,9,0,2098,4,2,0
604,9,0,2098,4,3,0
605,9,0,2098,6,4,0
606,9,0,2098,6,10,0
607,9,0,2098,6,11,0
608,9,0,2098,6,12,0
609,9,0,2099,4,1,0
610,9,0,2099,4,2,0
611,9,0,2099,4,3,0
612,9,0,2099,6,4,0
613,9,0,2099,6,10,0
614,9,0,2099,6,11,0
615,9,0,2099,6,12,0
616,9,0,2100,4,1,0
617,9,0,2100,4,2,0
618,9,0,2100,4,3,0
619,9,0,2100,6,4,0
620,9,0,2100,6,10,0
621,9,0,2100,6,11,0
622,9,0,2100,6,12,0
