,GEO_CODE,Work mainly at or from home,Underground; metro; light rail; tram,Train,Bus; minibus or coach,Taxi,Motorcycle; scooter or moped,Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work
24034,E01027370,103,2,2,41,0,5,541,68,5,29,10
24035,E01027371,80,1,1,31,0,4,418,52,4,22,8
24036,E01027372,127,0,6,21,3,9,552,50,7,53,17
24037,E01027376,60,0,10,75,6,9,333,80,32,157,6
24038,E01027377,96,0,19,19,3,3,243,35,8,177,10
24039,E01027378,75,0,14,14,3,3,191,27,7,139,7
24040,E01027379,105,0,7,23,3,6,370,54,9,67,13
24041,E01027380,107,0,8,23,3,7,380,56,9,69,13
24042,E01027382,141,9,3,15,0,6,363,50,6,65,10
24043,E01027383,202,0,12,15,0,3,573,65,15,243,14
24044,E01027385,45,0,3,60,6,8,246,64,18,116,3
24045,E01027386,47,0,3,62,7,8,257,67,18,120,3
24046,E01027387,80,0,3,28,6,0,266,48,25,222,6
24047,E01027388,44,2,6,109,5,7,296,69,14,122,2
24048,E01027389,44,1,6,108,4,6,296,68,13,122,2
24049,E01027390,104,3,3,33,0,0,342,53,6,185,0
24050,E01027391,39,3,2,46,7,4,233,63,20,63,2
24051,E01027392,45,3,2,53,8,4,271,73,23,74,2
24052,E01027393,39,3,2,46,7,4,237,64,20,64,2
24053,E01027394,31,1,3,62,3,4,280,71,15,48,3
24054,E01027395,36,2,3,72,3,5,327,83,18,56,3
24055,E01027396,36,2,3,72,3,5,329,84,18,56,3
24056,E01027397,35,2,3,70,3,5,317,81,17,54,3
24057,E01027398,73,9,2,125,7,9,638,135,28,65,8
24058,E01027399,51,6,1,86,5,7,440,93,19,44,5
24059,E01027401,65,8,6,49,2,7,678,80,9,22,6
24060,E01027402,62,8,6,47,2,6,653,77,8,21,6
24061,E01027403,55,7,5,42,1,6,576,68,7,19,5
24062,E01027400,54,7,5,41,1,6,568,67,7,19,5
24063,E01027404,54,3,9,98,5,14,649,96,19,80,4
24064,E01027405,50,3,9,92,4,13,603,89,17,75,4
24065,E01027406,50,6,3,82,3,6,447,75,16,44,3
24066,E01027407,52,6,3,85,3,6,465,78,16,46,3
24067,E01027408,48,6,3,79,3,5,433,73,15,43,3
24068,E01027409,53,4,9,64,2,5,428,82,15,84,4
24069,E01027410,46,4,7,55,2,4,370,71,13,72,4
24070,E01027411,48,4,8,59,2,4,392,75,14,77,4
24071,E01027412,37,3,3,57,4,4,313,60,12,94,1
24072,E01027413,49,3,3,75,5,5,415,79,17,124,2
24073,E01027417,67,12,2,43,0,6,433,60,6,33,4
24074,E01027418,77,14,2,49,0,6,494,69,7,38,4
24075,E01027419,73,13,2,46,0,6,469,65,6,36,4
24076,E01027422,44,5,0,59,11,7,336,87,34,77,2
24077,E01027423,38,4,0,51,10,6,287,75,29,66,1
24078,E01027424,60,5,3,57,8,6,438,79,23,91,5
24079,E01027425,51,4,3,48,7,6,374,67,19,77,4
24080,E01027426,41,2,3,66,4,3,326,74,15,38,5
24081,E01027427,45,2,3,72,4,3,354,81,17,42,6
24082,E01027428,50,2,3,80,4,3,394,89,19,46,7
24083,E01027429,44,1,3,63,6,4,333,81,18,88,8
24084,E01027430,40,1,3,56,6,3,300,73,16,79,8
24085,E01027431,42,1,3,59,6,3,313,76,17,82,8
24086,E01027432,50,19,3,46,1,6,401,62,12,58,5
24087,E01027433,46,18,3,42,1,6,364,57,11,52,5
24088,E01027434,47,18,3,43,1,6,375,58,12,54,5
24089,E01027435,45,10,1,56,3,6,419,57,9,30,10
24090,E01027436,50,11,2,61,3,6,462,62,9,33,12
24091,E01027437,72,3,0,70,2,4,674,94,18,35,11
24092,E01027438,62,3,0,60,1,3,583,82,16,31,9
24093,E01027439,55,4,7,42,0,6,501,68,11,22,6
24094,E01027440,65,5,8,49,0,6,588,80,13,26,8
24095,E01027441,57,5,3,71,3,8,409,82,19,94,9
24096,E01027442,51,4,3,63,3,7,360,72,17,82,7
24097,E01027443,17,1,1,14,0,0,94,26,6,34,3
24098,E01027444,35,1,2,28,0,0,191,52,12,68,5
24099,E01030100,36,1,2,28,0,0,194,53,12,69,5
24100,E01027448,114,6,6,10,0,4,604,51,6,40,21
24101,E01027449,103,3,9,33,6,6,448,41,0,21,12
24102,E01027450,159,0,0,12,0,3,495,38,0,16,7
24103,E01027451,35,0,0,49,3,0,368,83,9,57,3
24104,E01027452,58,3,7,34,3,2,341,42,5,117,3
24105,E01027453,56,3,7,33,3,1,329,40,4,112,3
24106,E01027454,0,0,0,0,0,0,0,0,0,0,0
24107,E01027455,95,3,13,40,0,6,671,84,18,132,9
24108,E01027456,51,6,11,27,1,3,411,31,3,53,3
24109,E01027457,54,6,11,28,2,3,434,33,4,56,3
24110,E01027458,112,0,6,67,0,3,720,93,13,137,6
24111,E01027459,0,0,0,0,0,0,0,0,0,0,0
24112,E01027460,54,5,14,45,0,6,390,51,7,84,5
24113,E01027461,48,4,13,39,0,6,340,44,6,74,4
24114,E01027462,60,2,14,93,4,5,479,93,9,36,4
24115,E01027463,54,1,13,85,3,4,437,85,9,33,4
24116,E01027464,73,20,3,21,1,0,379,27,7,34,7
24117,E01027465,82,22,3,24,2,0,430,31,8,38,7
24118,E01027466,134,25,3,43,6,3,700,61,12,132,13
24119,E01027467,0,0,0,0,0,0,0,0,0,0,0
24120,E01027468,71,14,4,12,0,1,413,23,6,8,10
24121,E01027469,74,15,5,13,0,2,426,23,7,9,10
24122,E01027470,0,0,0,0,0,0,0,0,0,0,0
24123,E01027471,158,44,3,29,0,6,828,51,0,31,15
24124,E01027472,132,6,9,12,0,3,434,46,27,144,14
24125,E01027473,140,6,9,16,0,0,567,31,9,35,0
24126,E01027474,64,0,11,44,0,7,397,51,12,33,8
24127,E01027475,61,0,10,42,0,6,382,49,11,32,7
24128,E01027477,141,2,6,12,0,2,328,26,0,46,6
24129,E01027478,128,1,6,10,0,1,298,24,0,41,6
24130,E01027480,158,6,3,9,0,3,392,32,3,19,9
24131,E01027481,90,1,12,27,1,1,385,34,3,76,4
24132,E01027482,92,2,13,28,2,2,390,35,3,78,5
24133,E01027483,93,0,3,25,0,3,409,31,0,57,3
24134,E01027484,262,3,3,36,0,0,599,62,12,42,12
24135,E01027485,62,0,10,22,1,3,296,62,13,168,7
24136,E01027486,51,0,8,18,1,3,243,51,10,138,6
24137,E01027487,50,0,8,17,1,3,236,50,10,134,6
24138,E01027536,44,2,5,9,2,2,128,17,3,27,2
24139,E01027537,39,2,4,8,1,1,111,15,3,23,1
24140,E01027488,53,3,5,11,2,2,152,20,4,32,2
24141,E01027538,40,2,4,9,1,1,117,15,3,25,1
24142,E01027489,77,1,17,14,0,0,401,59,3,185,4
24143,E01027490,77,2,18,15,0,0,405,59,4,187,5
24144,E01027491,94,1,19,15,1,0,468,44,7,122,8
24145,E01027492,98,2,20,16,2,0,491,47,8,128,8
24146,E01027493,60,3,12,16,4,4,316,43,8,195,7
24147,E01027494,75,3,15,20,6,5,390,53,10,241,8
24148,E01027495,100,0,9,6,0,0,314,34,3,37,15
24149,E01027496,50,0,28,23,3,6,331,43,3,22,3
24150,E01027497,86,3,39,55,3,6,768,96,10,126,8
24151,E01027498,62,3,6,90,15,6,376,101,12,148,3
24152,E01027499,47,1,6,57,4,3,418,67,6,106,1
24153,E01027500,50,2,6,62,5,3,452,73,6,115,2
24154,E01027501,42,6,6,36,3,4,425,54,1,63,3
24155,E01027502,47,6,6,39,3,4,469,60,2,69,3
24156,E01027504,153,9,24,18,0,0,546,55,6,34,12
24157,E01027505,210,6,6,0,0,0,402,25,0,53,9
24158,E01027506,159,3,3,3,0,3,357,22,0,40,9
24159,E01027507,89,2,17,28,0,4,466,42,3,27,2
24160,E01027508,68,2,13,21,0,3,356,32,2,21,2
24161,E01027509,93,2,18,29,0,4,491,44,3,28,2
24162,E01027510,96,6,9,21,0,0,362,47,6,34,15
24163,E01027511,143,0,9,9,0,0,365,39,3,34,17
24164,E01027512,166,3,3,9,0,3,273,30,0,24,12
24165,E01027513,92,3,62,35,6,6,603,63,12,48,3
24166,E01027514,53,1,2,50,3,5,436,66,7,65,2
24167,E01027515,52,1,2,49,3,5,428,65,7,63,2
24168,E01027516,48,1,2,45,3,4,392,60,6,58,2
24169,E01027517,42,2,3,72,4,4,362,82,13,77,5
24170,E01027518,37,2,3,63,4,4,320,72,12,68,5
24171,E01027519,37,2,3,63,4,4,317,72,12,67,5
24172,E01027520,46,2,2,54,2,7,481,55,8,40,3
24173,E01027521,44,2,2,51,2,7,460,52,7,38,3
24174,E01027522,41,1,1,48,1,6,429,49,7,36,2
24175,E01027523,36,1,1,42,1,5,379,43,6,32,2
24176,E01027524,40,3,3,30,4,3,376,51,14,54,5
24177,E01027525,44,3,3,33,4,3,414,56,15,60,6
24178,E01027526,43,3,3,32,4,3,404,55,15,59,6
24179,E01027530,36,0,5,63,3,2,404,72,12,27,5
24180,E01027531,36,0,4,63,3,1,400,71,12,26,4
24181,E01027534,64,0,2,77,2,5,501,106,20,56,5
24182,E01027535,53,0,1,64,1,4,413,87,17,47,4
24183,E01027539,42,3,2,50,0,6,271,67,18,131,0
24184,E01027540,37,3,1,44,0,5,237,59,16,115,0
24185,E01027541,42,2,2,49,2,3,328,60,19,86,3
24186,E01027542,37,1,1,44,1,3,295,54,17,77,3
24187,E01027543,34,1,4,44,1,3,232,58,11,55,1
24188,E01027544,38,2,5,50,2,3,260,66,13,62,2
24189,E01027551,39,1,2,53,3,6,307,63,13,52,3
24190,E01027552,35,1,2,48,3,6,274,57,12,47,2
24191,E01027550,35,1,2,47,3,6,273,56,12,47,2
24192,E01027553,47,0,0,56,0,9,446,81,6,44,3
24193,E01027554,45,0,0,55,0,9,432,79,6,43,3
24194,E01027558,135,0,6,9,2,10,516,64,13,155,2
24195,E01027559,119,0,6,7,1,8,455,57,12,137,1
24196,E01027560,123,0,33,45,3,18,755,80,0,58,15
24197,E01027561,109,0,19,30,0,6,552,55,6,75,3
24198,E01027564,56,1,16,42,3,3,351,32,8,89,5
24199,E01027565,70,1,21,53,3,3,443,41,10,113,6
24200,E01027566,56,1,17,43,3,3,356,33,8,90,5
24201,E01027567,168,0,10,0,0,0,347,21,10,138,0
24202,E01027571,197,0,21,3,0,12,428,43,12,140,0
24203,E01027575,41,0,13,7,6,8,346,45,8,118,2
24204,E01027578,31,0,10,5,5,6,265,35,6,91,2
24205,E01027579,24,0,8,4,4,5,201,26,5,69,1
24206,E01027580,26,0,8,4,4,5,218,29,5,75,1
24207,E01027574,53,1,21,7,2,1,273,29,5,122,4
24208,E01027576,54,1,21,7,2,1,279,29,5,124,4
24209,E01027577,60,1,24,8,2,1,309,33,6,138,5
24210,E01027582,109,0,65,54,36,6,755,139,29,487,18
24211,E01027585,195,0,12,6,3,3,468,25,9,107,9
24212,E01027586,178,0,33,22,9,9,508,57,7,39,9
24213,E01027587,68,0,3,21,3,6,417,38,16,80,3
24214,E01027588,75,0,4,23,3,6,459,42,17,88,3
24215,E01027589,78,0,4,24,3,7,478,43,18,92,3
24216,E01027591,155,0,0,0,0,3,580,34,3,34,12
24217,E01027593,244,0,3,7,0,3,474,40,12,55,6
24218,E01027594,68,1,3,21,0,7,363,37,20,96,2
24219,E01027595,69,1,3,21,0,7,368,38,20,97,2
24220,E01027596,73,1,3,23,0,7,393,40,22,104,2
24221,E01027597,91,0,2,12,0,3,478,46,13,59,7
24222,E01027598,103,0,2,13,0,3,541,52,14,67,8
24223,E01027599,89,0,2,12,0,3,466,45,12,58,7
24224,E01027600,192,3,3,18,3,15,636,52,15,58,9
24225,E01028251,44,0,1,3,0,3,159,15,57,92,2
24226,E01028252,39,0,1,2,0,2,142,14,51,82,2
24227,E01028272,40,0,1,2,0,2,145,14,52,84,2
24228,E01028273,41,0,1,2,0,2,151,14,54,87,2
24229,E01028250,41,0,1,2,0,2,149,14,53,85,2
24230,E01027602,0,0,0,0,0,0,0,0,0,0,0
24231,E01027603,148,0,6,12,0,3,550,34,20,75,0
24232,E01027604,214,0,12,21,0,6,564,55,9,48,4
24233,E01027613,235,4,12,6,6,12,579,37,6,33,6
24234,E01027614,48,0,11,12,3,4,373,38,31,99,2
24235,E01027615,50,0,11,12,3,4,389,40,32,104,2
24236,E01027616,47,0,10,12,3,4,367,37,30,98,2
24237,E01027618,297,0,21,9,6,9,1193,63,6,60,17
24238,E01027619,165,0,3,79,0,9,695,62,146,226,3
24239,E01027620,84,0,7,14,3,1,414,59,32,113,3
24240,E01027621,115,0,10,19,3,2,565,81,43,154,3
24241,E01027622,211,0,6,21,0,3,571,40,0,46,7
24242,E01027623,65,1,3,7,1,1,363,26,13,55,6
24243,E01027624,78,2,3,9,1,2,435,31,15,66,8
24244,E01027625,80,2,4,9,1,2,449,32,16,68,8
24245,E01027626,74,2,3,8,1,2,416,29,15,63,7
24246,E01027627,205,3,6,0,0,0,577,31,3,38,15
24247,E01027629,101,1,12,22,5,6,535,76,33,135,5
24248,E01027630,102,1,12,22,5,6,540,77,33,136,5
24249,E01027631,96,1,12,21,5,6,510,73,31,128,5
24250,E01028412,94,0,3,10,0,0,289,22,8,16,2
24251,E01027634,94,0,3,9,0,0,288,21,7,16,1
24252,E01027635,218,0,3,9,0,9,692,67,103,293,0
24253,E01027636,267,0,20,6,0,0,593,22,0,40,9
24254,E01027638,34,1,5,27,2,3,257,34,11,29,1
24255,E01027738,34,1,5,27,2,3,259,35,12,29,1
24256,E01027739,27,1,4,21,1,2,203,27,9,23,1
24257,E01027639,34,1,5,27,2,3,262,35,12,29,1
24258,E01027741,36,1,5,28,2,3,271,36,12,30,1
24259,E01031134,43,1,6,34,2,4,326,44,15,36,1
24260,E01031135,43,1,6,34,2,4,328,44,15,37,1
24261,E01027642,136,1,3,17,1,0,438,27,12,35,3
24262,E01027643,138,2,3,18,2,0,443,28,12,36,3
24263,E01027644,66,1,2,4,0,4,315,20,12,74,3
24264,E01027645,62,1,2,4,0,4,294,19,11,69,3
24265,E01027647,72,1,2,5,0,4,342,22,13,80,3
24266,E01027703,126,0,5,6,1,6,404,24,6,30,0
24267,E01027704,87,0,3,4,1,4,276,16,4,20,0
24268,E01027646,104,0,4,5,1,5,332,19,5,25,0
24269,E01027664,90,0,9,15,3,3,364,26,23,516,10
24270,E01027665,33,0,3,6,1,1,133,9,9,188,4
24271,E01027721,49,0,5,8,1,2,199,14,13,282,5
24272,E01027722,44,0,4,7,1,1,176,13,11,250,5
24273,E01027666,358,0,6,15,0,0,915,78,9,85,15
24274,E01027668,54,1,12,40,1,3,364,40,8,75,4
24275,E01027670,58,1,12,42,1,3,386,42,9,79,4
24276,E01027671,60,1,13,44,1,3,399,43,9,82,4
24277,E01027672,59,1,13,43,1,3,394,43,9,81,4
24278,E01027681,185,0,6,6,0,3,487,41,5,45,4
24279,E01027682,179,0,6,6,0,3,470,39,4,44,3
24280,E01027683,124,0,8,15,0,5,512,37,19,30,2
24281,E01027684,122,0,7,14,0,4,507,36,19,30,2
24282,E01027685,157,0,0,8,0,3,325,23,12,89,3
24283,E01027686,145,0,0,7,0,3,300,21,11,82,3
24284,E01027687,78,1,1,6,0,3,293,25,13,27,3
24285,E01027844,89,1,1,6,0,3,334,28,15,30,3
24286,E01027845,96,1,1,7,0,3,359,31,16,33,3
24287,E01027640,77,1,14,58,8,8,569,76,24,153,2
24288,E01027641,75,1,14,56,7,7,547,73,23,147,2
24289,E01027690,74,1,14,56,7,7,543,73,23,146,2
24290,E01027693,147,2,4,11,2,2,506,31,7,114,9
24291,E01027694,133,1,3,10,1,1,458,28,7,104,9
24292,E01027695,159,2,6,8,0,6,499,30,9,35,2
24293,E01027696,153,1,6,7,0,6,479,28,9,33,1
24294,E01027731,71,0,16,13,1,4,342,30,10,35,2
24295,E01027697,73,0,16,13,1,4,351,31,10,35,2
24296,E01027698,78,0,18,14,1,4,376,33,11,38,2
24297,E01027699,70,0,16,13,1,4,338,30,10,34,2
24298,E01027700,64,0,14,12,1,3,306,27,9,31,2
24299,E01027701,170,2,7,10,0,2,422,43,10,83,3
24300,E01027702,130,1,5,8,0,1,322,32,8,64,3
24301,E01027663,44,0,14,48,3,7,315,40,21,75,2
24302,E01027726,42,0,13,46,3,7,303,38,20,72,2
24303,E01027727,44,0,14,49,3,7,318,40,21,76,2
24304,E01027728,42,0,13,46,3,7,301,38,20,72,2
24305,E01027729,45,0,14,49,3,7,323,41,22,77,2
24306,E01027736,79,0,2,6,1,2,286,22,35,79,6
24307,E01027737,87,0,2,7,1,2,313,24,38,87,7
24308,E01027688,85,0,2,6,1,2,304,23,37,84,7
24309,E01027749,66,0,2,100,11,8,489,106,38,158,10
24310,E01027750,50,0,1,77,8,6,372,80,29,120,8
24311,E01027753,182,0,9,9,0,0,264,45,9,167,3
24312,E01027754,222,3,13,40,6,30,917,115,174,875,125
24313,E01027755,0,0,0,0,0,0,0,0,0,0,0
24314,E01027757,0,0,0,0,0,0,0,0,0,0,0
24315,E01027765,39,1,1,19,1,6,277,39,7,89,3
24316,E01027766,30,1,1,15,1,4,211,30,6,68,3
24317,E01027770,37,1,1,18,1,5,263,37,7,84,3
24318,E01027767,66,0,6,26,6,5,464,56,10,79,5
24319,E01027768,58,0,6,23,6,4,403,49,8,69,4
24320,E01027769,153,3,12,57,4,3,688,98,12,253,12
24321,E01027771,94,2,58,43,6,18,644,74,95,827,148
24322,E01027772,39,1,23,18,3,7,262,30,39,337,61
24323,E01027774,160,3,9,19,6,12,586,62,11,74,3
24324,E01027775,184,0,9,11,0,6,402,35,12,93,12
24325,E01027780,209,2,2,11,2,2,437,37,20,169,19
24326,E01027781,141,1,1,8,1,1,294,25,14,114,12
24327,E01027782,80,0,5,8,2,6,272,20,5,43,2
24328,E01027800,76,0,4,7,1,6,256,19,4,40,1
24329,E01027783,117,0,5,12,0,8,437,49,24,139,3
24330,E01027784,105,0,4,11,0,8,391,44,22,125,3
24331,E01027785,81,0,13,26,5,6,379,43,51,142,5
24332,E01027786,84,0,14,27,6,6,392,44,53,147,5
24333,E01027787,93,0,16,30,6,7,438,50,59,164,6
24334,E01027796,157,0,9,30,0,9,494,56,22,59,6
24335,E01020730,43,0,2,10,0,3,159,17,10,30,2
24336,E01020731,40,0,2,9,0,3,148,16,10,28,2
24337,E01027798,53,0,2,12,0,4,195,21,13,37,2
24338,E01027799,190,3,15,15,0,3,538,29,16,43,0
24339,E01027801,360,0,10,27,0,6,888,69,26,126,9
24340,E01027807,66,1,4,50,5,14,415,60,25,54,3
24341,E01027808,66,1,4,50,5,14,415,60,25,54,3
24342,E01027809,53,1,3,40,4,11,332,48,20,43,3
24343,E01027813,318,0,3,6,3,3,551,48,9,183,14
24344,E01027827,70,2,10,17,0,8,282,43,18,128,8
24345,E01027828,62,1,9,15,0,7,251,38,16,114,7
24346,E01027829,63,1,9,16,0,7,254,39,16,115,8
24347,E01027830,64,1,9,16,0,7,256,39,16,116,8
24348,E01027831,116,0,1,12,1,3,234,28,6,51,14
24349,E01027832,128,0,2,13,2,3,257,30,6,56,16
24350,E01027833,93,0,6,12,0,7,394,40,13,57,4
24351,E01027834,103,0,7,13,0,7,432,44,15,62,4
24352,E01027835,105,0,7,13,0,8,442,45,15,63,4
24353,E01027836,123,3,3,42,3,14,592,42,15,53,3
24354,E01027840,196,0,2,40,2,2,525,60,10,96,10
24355,E01027841,131,0,1,27,1,1,353,40,6,65,7
24356,E01027846,52,0,5,25,6,8,267,51,18,132,2
24357,E01027848,33,0,3,16,4,5,169,32,11,84,1
24358,E01027849,37,0,3,18,4,6,190,36,13,94,1
24359,E01027850,38,0,4,18,5,6,197,38,13,98,1
24360,E01027858,63,0,7,43,5,11,429,55,21,33,2
24361,E01027859,69,0,7,46,6,12,465,60,22,36,3
24362,E01027860,54,0,6,37,5,9,367,47,18,28,2
24363,E01027864,41,2,6,33,5,2,196,41,8,172,7
24364,E01027865,47,2,7,37,5,3,221,46,9,194,8
24365,E01027866,40,1,6,32,5,2,190,40,7,167,7
24366,E01027870,36,1,5,28,4,2,170,36,7,149,6
24367,E01027852,30,0,1,12,2,1,124,17,6,40,1
24368,E01027853,23,0,0,9,1,1,92,13,5,30,1
24369,E01027854,27,0,1,11,2,1,111,15,6,36,1
24370,E01027867,31,0,1,13,2,1,126,17,6,41,1
24371,E01027868,44,0,1,18,3,2,180,25,9,59,2
24372,E01027875,187,0,18,21,0,14,594,46,12,44,9
24373,E01027879,53,0,23,26,1,9,465,48,51,49,4
24374,E01027880,51,0,22,26,1,8,452,46,50,48,4
24375,E01027881,43,0,18,21,1,7,377,39,42,40,3
24376,E01027882,58,0,25,29,1,9,509,52,56,54,5
24377,E01027883,89,1,15,31,0,13,565,50,23,53,5
24378,E01027884,126,2,21,45,0,19,800,70,32,75,7
24379,E01027886,156,0,25,31,0,11,613,37,14,33,3
24380,E01027887,194,0,30,39,0,13,763,46,17,40,3
24381,E01027890,200,0,27,40,9,16,1094,80,43,100,3
24382,E01027892,156,0,27,67,3,12,1169,111,23,68,15
24383,E01025563,46,0,8,22,1,6,280,24,7,20,3
24384,E01025564,61,0,10,30,1,7,368,32,9,26,4
24385,E01025565,58,0,10,28,1,7,353,30,9,25,4
24386,E01027893,67,0,12,33,1,8,407,35,10,29,4
24387,E01027895,64,0,11,31,1,8,387,33,10,28,4
24388,E01027896,135,0,13,31,0,14,606,54,22,41,4
24389,E01027897,141,0,13,33,0,15,632,57,22,43,5
24390,E01027900,166,0,12,37,0,6,672,37,3,37,3
24391,E01027905,53,0,16,36,2,9,383,60,64,129,2
24392,E01027906,60,0,18,40,2,11,429,67,72,144,2
24393,E01027907,57,0,17,38,2,10,409,64,68,138,2
24394,E01027910,78,0,40,101,0,14,658,92,152,303,0
24395,E01027911,56,0,24,31,1,5,398,33,64,90,1
24396,E01027912,40,0,17,22,1,4,282,24,45,64,1
24397,E01027913,48,0,21,27,1,5,345,29,56,78,1
24398,E01027914,67,1,23,25,5,11,495,58,21,84,3
24399,E01027915,63,1,22,23,5,10,466,55,20,79,3
24400,E01027916,65,1,22,24,5,10,477,56,20,81,3
24401,E01027917,64,1,22,23,5,10,471,55,20,80,3
24402,E01027918,78,2,2,63,6,9,607,84,37,196,5
24403,E01027920,66,1,1,53,6,7,517,71,31,167,4
24404,E01027919,39,0,2,18,1,3,254,24,19,42,1
24405,E01027921,64,0,4,30,1,4,420,40,31,69,1
24406,E01027922,60,0,3,28,1,4,395,38,29,65,1
24407,E01027925,58,0,14,74,2,8,394,52,23,96,4
24408,E01027926,58,0,14,75,2,8,396,52,23,97,4
24409,E01027927,60,0,15,78,2,9,412,54,24,101,4
24410,E01027928,64,0,15,82,2,9,436,58,26,107,4
24411,E01027929,48,1,14,75,5,13,406,53,28,85,1
24412,E01027930,41,1,12,65,5,11,352,46,24,73,1
24413,E01027931,45,1,13,72,5,12,387,51,26,81,1
24414,E01027932,43,1,12,68,5,11,367,48,25,77,1
24415,E01027933,47,1,24,65,2,7,393,45,22,69,2
24416,E01027934,43,1,22,59,2,6,353,41,20,62,2
24417,E01027935,44,1,23,61,2,7,367,42,21,65,2
24418,E01027936,53,1,27,73,2,8,439,51,25,77,3
24419,E01027937,46,1,24,64,2,7,384,44,22,68,2
24420,E01027938,46,0,10,83,5,11,409,54,22,54,0
24421,E01027939,47,0,10,84,5,11,412,55,22,55,0
24422,E01027940,46,0,10,82,5,11,406,54,22,54,0
24423,E01027941,46,0,10,84,5,11,411,55,22,55,0
24424,E01027942,44,0,9,79,5,10,391,52,21,52,0
24425,E01027943,46,0,10,82,5,11,403,53,22,53,0
24426,E01027944,50,0,11,91,6,12,446,59,24,59,0
24427,E01027945,59,0,3,38,0,18,541,75,13,65,0
24428,E01027946,49,0,3,33,0,16,456,63,11,55,0
24429,E01027947,52,0,8,39,5,8,425,47,20,77,3
24430,E01027948,50,0,8,38,4,7,411,45,20,75,3
24431,E01027949,53,0,9,40,5,8,436,48,21,79,3
24432,E01027950,51,0,8,39,4,7,420,46,20,76,3
24433,E01027951,47,0,9,42,2,4,348,55,19,92,2
24434,E01027952,50,0,9,44,2,4,368,58,20,97,2
24435,E01027953,46,0,8,40,2,4,337,53,18,89,1
24436,E01027954,43,0,8,38,2,4,317,50,17,83,1
24437,E01027955,37,1,9,30,1,7,332,44,19,56,3
24438,E01027956,42,1,10,34,1,8,379,51,21,64,4
24439,E01027957,38,1,9,30,1,7,341,46,19,57,4
24440,E01027958,42,1,10,34,1,8,380,51,21,64,4
24441,E01027959,41,1,10,33,1,8,372,50,21,62,4
24442,E01027960,51,0,4,35,2,8,495,61,10,45,2
24443,E01027961,54,0,4,37,2,8,528,65,11,48,3
24444,E01027962,50,0,4,34,2,8,485,60,10,44,2
24445,E01027963,50,0,4,34,2,8,489,60,10,44,2
24446,E01027964,38,0,3,41,2,4,316,50,19,85,1
24447,E01027965,35,0,2,38,2,4,293,46,18,79,1
24448,E01027966,39,0,3,42,2,5,321,51,19,86,1
24449,E01027967,40,0,3,44,2,5,338,53,20,91,1
24450,E01027968,31,0,2,34,2,4,261,41,16,70,1
24451,E01027969,37,0,3,40,2,4,306,48,18,82,1
24452,E01027970,39,0,3,43,2,5,326,52,19,87,1
24453,E01027971,40,0,3,44,2,5,334,53,20,89,1
24454,E01027972,50,0,5,40,4,7,380,55,26,118,1
24455,E01027973,42,0,4,34,4,6,323,46,22,100,1
24456,E01027974,43,0,4,35,4,6,332,48,23,103,1
24457,E01027975,44,0,5,35,4,6,337,49,23,105,1
24458,E01027976,45,0,5,36,4,7,341,49,23,106,1
24459,E01027977,52,0,5,41,5,8,394,57,27,123,1
24460,E01027978,45,0,5,36,4,7,345,50,23,107,1
24461,E01027979,50,0,5,43,5,7,435,60,18,61,3
24462,E01027980,49,0,5,42,5,7,427,59,18,60,2
24463,E01027981,49,0,5,41,5,6,423,59,18,60,2
24464,E01027982,46,0,5,39,5,6,394,55,17,56,2
24465,E01027983,48,0,5,40,5,6,412,57,17,58,2
24466,E01027984,49,0,5,41,5,6,421,58,18,59,2
24467,E01027985,51,0,6,43,5,7,441,61,19,62,3
24468,E01027986,44,0,6,34,3,5,416,58,13,56,2
24469,E01027987,45,0,6,34,3,5,424,60,14,57,2
24470,E01027988,46,0,7,35,3,6,432,61,14,58,2
24471,E01027989,47,0,7,36,3,6,442,62,14,59,2
24472,E01027990,48,0,7,37,3,6,452,64,15,61,2
24473,E01027991,38,0,5,29,2,5,354,50,11,48,1
24474,E01027992,48,0,7,36,3,6,448,63,15,60,2
24475,E01027993,70,0,0,37,0,3,527,46,9,42,3
24476,E01027994,68,0,0,35,0,3,512,45,9,40,3
24477,E01027999,134,0,3,23,0,9,745,66,13,35,6
24478,E01028000,141,0,9,23,0,6,757,46,10,56,9
24479,E01028005,130,0,3,21,0,6,649,46,12,25,3
24480,E01028006,108,0,5,5,2,3,398,24,5,31,2
24481,E01028007,86,0,4,4,1,3,319,20,4,25,1
24482,E01028008,40,0,4,8,2,5,289,33,24,70,2
24483,E01028009,41,0,4,8,2,5,296,34,24,72,2
24484,E01028010,38,0,4,8,2,5,274,31,23,67,2
24485,E01028011,41,0,4,8,2,5,297,34,25,73,2
24486,E01028012,38,0,4,8,2,5,273,31,23,66,2
24487,E01028022,36,0,4,7,2,4,261,30,22,64,2
24488,E01028013,44,1,6,6,5,9,382,44,39,76,1
24489,E01028014,42,1,5,6,4,9,372,43,38,74,1
24490,E01028015,43,1,6,6,5,9,381,44,39,76,1
24491,E01028016,41,1,5,6,4,9,355,41,36,71,1
24492,E01028017,30,0,7,4,2,2,201,23,20,67,2
24493,E01028018,33,0,8,5,2,2,220,25,22,73,2
24494,E01028019,34,0,8,5,3,3,226,26,22,75,2
24495,E01028020,33,0,7,5,2,2,217,25,21,72,2
24496,E01028021,33,0,7,5,2,2,218,25,22,72,2
