,GEO_CODE,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km and over,Work or study mainly at or from home,Other (including no fixed place of work; working on an offshore installation and working outside the UK)
5606,S01005610,133,96,14,25,54,17,27
5607,S01005611,171,116,15,16,27,24,21
5608,S01005612,164,193,40,74,80,18,28
5609,S01005613,122,142,35,38,54,22,32
5610,S01005614,116,43,215,38,30,39,37
5611,S01005615,165,204,42,37,52,17,25
5612,S01005616,150,130,19,39,40,12,26
5613,S01005617,210,71,198,32,32,26,31
5614,S01005618,101,112,15,26,17,9,27
5615,S01005619,187,114,41,43,59,15,24
5616,S01005620,89,105,23,34,34,12,14
5617,S01005621,225,118,31,32,35,18,14
5618,S01005622,185,113,44,53,78,28,28
5619,S01005623,211,117,37,46,48,14,36
5620,S01005624,184,139,45,48,99,38,34
5621,S01005625,188,133,43,44,76,38,28
5622,S01005626,242,100,56,43,35,22,24
5623,S01005627,121,84,35,42,57,24,24
5624,S01005628,98,44,252,50,29,32,37
5625,S01005629,180,86,50,57,83,20,23
5626,S01005630,113,68,33,38,41,17,18
5627,S01005631,95,20,127,137,28,35,29
5628,S01005632,87,46,26,34,58,7,15
5629,S01005633,186,87,45,39,45,16,19
5630,S01005634,200,100,49,59,77,17,29
5631,S01005635,203,93,47,55,93,26,30
5632,S01005636,190,75,77,68,71,27,27
5633,S01005637,227,106,111,58,56,70,36
5634,S01005638,137,61,59,66,84,23,27
5635,S01005639,127,7,138,132,37,27,23
5636,S01005640,98,51,81,37,45,25,20
5637,S01005641,86,48,151,142,66,94,40
5638,S01005642,128,39,85,56,105,51,17
5639,S01005643,119,15,82,45,64,25,19
5640,S01005644,102,23,77,43,59,30,15
5641,S01005645,201,15,117,83,115,35,32
5642,S01005646,132,6,101,42,75,30,35
5643,S01005647,179,5,74,60,81,31,18
5644,S01005648,105,19,163,79,72,41,27
5645,S01005649,115,52,136,67,98,36,24
5646,S01005650,172,17,57,50,28,17,25
5647,S01005651,145,12,96,63,64,16,38
5648,S01005652,93,33,169,71,71,50,30
5649,S01005653,227,46,109,77,85,19,27
5650,S01005654,145,7,100,76,76,11,33
5651,S01005655,127,100,109,80,98,24,35
5652,S01005656,129,16,42,48,20,13,16
5653,S01005657,130,17,59,50,54,19,27
5654,S01005658,207,38,130,103,98,43,28
5655,S01005659,206,32,111,115,123,34,30
5656,S01005660,172,26,61,78,47,14,22
5657,S01005661,114,48,98,86,92,28,27
5658,S01005662,105,75,56,110,93,22,24
5659,S01005663,72,85,37,76,79,31,28
5660,S01005664,83,77,76,87,73,21,25
5661,S01005665,82,84,45,55,72,18,25
5662,S01005666,108,77,108,63,54,40,41
5663,S01005667,76,72,140,61,80,33,35
5664,S01005668,107,125,162,84,74,35,38
5665,S01005669,72,26,8,74,143,27,41
5666,S01005670,103,23,23,52,142,69,34
5667,S01005671,62,22,24,65,122,38,33
5668,S01005672,166,49,21,120,75,19,25
5669,S01005673,101,53,16,45,127,54,41
5670,S01005674,171,67,25,120,132,39,37
5671,S01005675,108,8,138,36,122,16,55
5672,S01005676,126,59,93,52,119,30,43
5673,S01005677,58,56,84,107,169,85,53
5674,S01005678,81,37,110,90,183,49,35
5675,S01005679,112,61,37,43,112,23,63
5676,S01005680,66,67,45,90,108,86,27
5677,S01005681,204,17,17,47,142,35,36
5678,S01005682,145,6,11,34,133,29,36
5679,S01005683,221,18,23,90,70,19,42
5680,S01005684,209,25,33,90,84,19,56
5681,S01005685,60,59,84,74,102,87,37
5682,S01005686,152,5,32,75,99,27,35
5683,S01005687,62,66,47,65,83,45,29
5684,S01005688,166,25,34,89,151,23,32
5685,S01005689,48,67,17,81,80,48,35
5686,S01005690,191,49,35,37,129,43,37
5687,S01005691,111,56,39,81,99,48,33
5688,S01005692,34,66,91,39,136,45,39
5689,S01005693,232,9,28,73,162,39,33
5690,S01005694,75,58,42,91,38,10,20
5691,S01005695,164,14,32,35,72,25,20
5692,S01005696,90,41,48,105,75,20,40
5693,S01005697,69,55,66,70,30,16,22
5694,S01005698,58,56,41,120,92,15,28
5695,S01005699,190,21,26,66,95,26,32
5696,S01005700,115,3,11,117,81,19,27
5697,S01005701,223,6,23,57,68,22,24
5698,S01005702,69,108,31,64,78,14,29
5699,S01005703,69,47,44,128,113,25,26
5700,S01005704,171,4,39,55,75,20,27
5701,S01005705,32,82,47,53,86,67,23
5702,S01005706,185,14,34,84,148,17,37
5703,S01005707,140,8,26,41,69,18,15
5704,S01005708,240,4,34,61,84,33,34
5705,S01005709,217,2,29,136,71,26,48
5706,S01005710,61,57,57,134,81,14,27
5707,S01005711,170,6,23,156,162,26,35
5708,S01005712,167,2,24,46,64,15,26
5709,S01005713,147,7,27,64,119,18,14
5710,S01005714,91,69,83,114,115,48,61
5711,S01005715,245,9,29,63,114,16,27
5712,S01005716,101,1,24,124,81,30,19
5713,S01005717,184,7,29,59,82,21,23
5714,S01005718,134,9,30,157,92,30,34
5715,S01005719,129,1,24,96,69,15,17
5716,S01005720,152,4,18,160,117,38,23
5717,S01005721,132,14,117,44,91,10,30
5718,S01005722,138,3,25,117,71,18,28
5719,S01005723,167,4,24,153,87,18,32
5720,S01005724,187,4,40,141,125,26,28
5721,S01005725,102,15,64,72,122,20,24
5722,S01005726,130,128,43,97,143,41,34
5723,S01005727,68,40,63,86,71,51,30
5724,S01005728,126,78,70,124,68,21,55
5725,S01005729,115,39,53,82,30,10,39
5726,S01005730,92,51,95,46,117,18,41
5727,S01005731,61,26,51,80,44,8,32
5728,S01005732,194,37,33,129,114,32,24
5729,S01005733,185,7,48,170,142,33,52
5730,S01005734,76,24,59,95,122,40,34
5731,S01005735,136,82,84,192,122,14,58
5732,S01005736,78,44,84,104,87,20,38
5733,S01005737,108,67,106,113,66,13,42
5734,S01005738,112,59,119,100,62,42,46
5735,S01005739,83,74,61,102,143,45,30
5736,S01005740,24,32,79,75,216,73,30
5737,S01005741,89,121,108,129,95,75,46
5738,S01005742,96,71,64,87,109,39,41
5739,S01005743,86,85,61,101,131,26,31
5740,S01005744,171,29,82,83,50,22,51
5741,S01005745,121,102,96,88,63,28,41
5742,S01005746,87,164,129,101,65,40,47
5743,S01005747,209,38,64,124,142,25,38
5744,S01005748,109,9,56,30,16,14,23
5745,S01005749,62,104,149,141,66,47,45
5746,S01005750,226,41,72,85,91,15,27
5747,S01005751,181,46,74,99,109,29,18
5748,S01005752,225,20,76,45,34,20,26
5749,S01005753,196,18,48,76,88,23,36
5750,S01005754,206,52,80,117,137,24,41
5751,S01005755,188,11,69,60,44,25,24
5752,S01005756,248,52,57,75,52,26,30
5753,S01005757,168,13,62,35,23,16,22
5754,S01005758,189,58,62,87,84,17,31
5755,S01005759,213,17,90,55,53,24,49
5756,S01005760,134,20,97,64,78,17,32
5757,S01005761,166,23,71,96,138,23,25
5758,S01005762,172,16,85,56,40,5,39
5759,S01005763,124,111,70,161,32,68,35
5760,S01005764,137,9,60,57,37,20,22
5761,S01005765,232,32,44,75,80,23,33
5762,S01005766,113,12,64,79,99,27,27
5763,S01005767,190,35,80,101,146,18,22
5764,S01005768,203,22,96,65,79,39,40
5765,S01005769,180,23,77,53,65,17,30
5766,S01005770,101,31,40,44,63,9,16
5767,S01005771,183,29,121,93,107,22,45
5768,S01005772,173,19,99,79,97,32,33
5769,S01005773,166,64,89,122,163,26,34
5770,S01005774,193,42,51,62,76,25,23
5771,S01005775,180,47,83,72,46,23,33
5772,S01005776,137,31,99,71,73,10,50
5773,S01005777,132,29,75,65,66,16,18
5774,S01005778,132,27,67,50,69,24,32
5775,S01005779,78,83,73,100,100,41,43
5776,S01005780,56,170,32,186,50,18,24
5777,S01005781,182,46,103,78,64,28,39
5778,S01005782,174,28,85,51,51,18,31
5779,S01005783,89,59,75,47,67,30,29
5780,S01005784,74,106,23,113,31,15,28
5781,S01005785,128,145,65,113,125,27,45
5782,S01005786,155,122,28,102,18,29,29
5783,S01005787,144,158,34,173,26,27,44
5784,S01005788,88,51,35,30,35,15,19
5785,S01005789,235,185,54,126,40,36,35
5786,S01005790,144,148,32,100,21,20,32
5787,S01005791,74,78,35,69,68,17,21
5788,S01005792,289,151,40,119,25,38,32
5789,S01005793,89,144,24,112,15,14,28
5790,S01005794,193,66,108,108,113,26,66
5791,S01005795,129,173,36,106,8,31,32
5792,S01005796,63,69,41,55,73,30,39
5793,S01005797,116,88,124,87,130,31,51
5794,S01005798,136,140,19,87,23,14,19
5795,S01005799,152,162,39,104,22,17,28
5796,S01005800,115,103,50,67,66,23,31
5797,S01005801,226,143,43,93,29,32,29
5798,S01005802,55,31,73,118,106,60,35
5799,S01005803,179,105,32,76,14,25,22
5800,S01005804,78,100,82,54,27,26,28
5801,S01005805,80,132,80,79,42,32,33
5802,S01005806,117,72,34,73,37,18,18
5803,S01005807,260,173,51,96,19,23,36
5804,S01005808,201,180,32,85,21,25,34
5805,S01005809,161,105,33,84,10,6,29
5806,S01005810,149,60,27,64,16,11,25
5807,S01005811,141,108,22,86,12,20,31
5808,S01005812,177,151,40,150,33,16,37
5809,S01005813,253,115,59,110,16,21,31
5810,S01005814,93,143,64,46,26,9,40
5811,S01005815,262,107,50,88,24,21,37
5812,S01005816,211,76,33,85,12,20,32
5813,S01005817,96,114,33,141,25,23,16
5814,S01005818,106,178,115,134,62,34,52
5815,S01005819,111,143,72,68,19,11,26
5816,S01005820,175,110,32,105,21,14,27
5817,S01005821,173,52,21,52,10,10,22
5818,S01005822,247,141,39,123,21,15,40
5819,S01005823,196,111,34,122,26,17,24
5820,S01005824,139,163,54,155,27,27,32
5821,S01005825,192,72,33,71,17,6,29
5822,S01005826,159,214,98,174,77,36,32
5823,S01005827,155,147,58,177,34,28,35
5824,S01005828,211,96,40,101,12,20,25
5825,S01005829,184,128,33,124,27,15,41
5826,S01005830,196,81,38,128,29,20,48
5827,S01005831,134,149,84,139,34,39,43
5828,S01005832,125,114,79,63,29,38,35
5829,S01005833,110,116,86,87,35,20,38
5830,S01005834,169,85,27,72,12,17,31
5831,S01005835,127,152,58,161,32,20,44
5832,S01005836,201,95,40,160,27,9,47
5833,S01005837,119,76,33,111,22,22,29
5834,S01005838,121,5,91,143,66,24,25
5835,S01005839,252,104,49,130,22,30,41
5836,S01005840,201,80,46,96,19,19,34
5837,S01005841,208,72,36,73,15,22,13
5838,S01005842,108,84,44,76,25,13,19
5839,S01005843,61,26,30,123,109,46,20
5840,S01005844,209,91,64,120,35,22,26
5841,S01005845,165,44,29,113,22,14,16
5842,S01005846,210,74,46,119,18,11,42
5843,S01005847,168,94,47,77,14,20,22
5844,S01005848,98,116,71,42,23,20,32
5845,S01005849,148,95,67,82,38,20,38
5846,S01005850,97,6,50,111,72,24,26
5847,S01005851,166,79,28,73,20,15,24
5848,S01005852,167,61,26,101,15,11,21
5849,S01005853,199,123,55,137,24,31,32
5850,S01005854,166,117,79,69,16,19,38
5851,S01005855,149,111,75,68,32,20,37
5852,S01005856,211,59,50,94,13,25,25
5853,S01005857,139,63,60,60,39,22,30
5854,S01005858,161,129,106,62,30,21,41
5855,S01005859,228,83,58,118,22,18,32
5856,S01005860,189,78,37,84,17,28,27
5857,S01005861,140,88,43,150,33,18,34
5858,S01005862,228,85,40,131,33,27,27
5859,S01005863,233,114,29,118,28,28,32
5860,S01005864,200,89,50,102,17,9,29
5861,S01005865,74,6,77,118,44,28,19
5862,S01005866,254,57,41,109,30,17,32
5863,S01005867,171,131,110,135,53,30,43
5864,S01005868,196,97,65,115,35,26,23
5865,S01005869,187,68,62,49,23,27,26
5866,S01005870,140,64,42,70,19,15,36
5867,S01005871,180,70,46,122,18,21,27
5868,S01005872,227,65,45,105,32,13,27
5869,S01005873,278,89,56,124,32,25,40
5870,S01005874,234,50,71,57,29,43,21
5871,S01005875,145,90,111,98,44,16,42
5872,S01005876,183,66,66,158,49,32,31
5873,S01005877,251,78,58,92,18,11,30
5874,S01005878,146,115,95,132,51,9,28
5875,S01005879,159,48,62,77,38,16,28
5876,S01005880,153,51,45,65,19,15,35
5877,S01005881,208,65,43,76,22,27,29
5878,S01005882,26,45,86,118,22,54,26
5879,S01005883,101,50,37,63,19,6,18
5880,S01005884,194,42,61,124,36,22,21
5881,S01005885,136,90,101,91,38,18,25
5882,S01005886,169,119,104,110,39,27,44
5883,S01005887,136,53,28,56,4,12,13
5884,S01005888,149,58,56,64,27,15,26
5885,S01005889,140,53,41,101,16,15,30
5886,S01005890,182,108,114,153,40,24,30
5887,S01005891,160,29,53,45,16,21,24
5888,S01005892,165,39,44,67,19,29,26
5889,S01005893,192,89,48,92,20,18,30
5890,S01005894,151,58,41,88,18,21,22
5891,S01005895,124,77,61,111,46,22,26
5892,S01005896,119,70,91,91,34,14,32
5893,S01005897,202,69,52,100,17,24,30
5894,S01005898,194,75,66,81,34,17,34
5895,S01005899,144,40,50,86,28,17,38
5896,S01005900,161,43,53,134,31,17,25
5897,S01005901,158,88,70,148,41,14,36
5898,S01005902,196,74,54,140,61,31,24
5899,S01005903,159,106,59,124,21,18,34
5900,S01005904,168,98,61,104,32,19,31
5901,S01005905,166,105,103,75,36,22,32
5902,S01005906,242,127,97,79,18,31,39
5903,S01005907,146,43,68,96,29,21,32
5904,S01005908,201,42,72,123,40,26,39
5905,S01005909,119,41,44,103,25,16,20
5906,S01005910,179,63,80,150,40,24,31
5907,S01005911,247,42,103,120,52,35,42
5908,S01005912,226,96,57,92,21,25,23
5909,S01005913,252,71,64,51,7,35,28
5910,S01005914,140,43,50,103,38,17,49
5911,S01005915,148,72,43,76,13,13,30
5912,S01005916,75,135,132,140,49,21,20
5913,S01005917,219,109,67,52,10,41,31
5914,S01005918,226,94,63,102,16,23,37
5915,S01005919,113,56,68,98,26,19,20
5916,S01005920,149,121,63,116,23,16,26
5917,S01005921,164,40,85,66,33,20,31
5918,S01005922,167,142,76,171,38,24,39
5919,S01005923,119,148,90,94,19,25,38
5920,S01005924,153,72,64,117,30,22,27
5921,S01005925,186,88,80,147,35,29,34
5922,S01005926,151,46,68,104,34,21,28
5923,S01005927,180,37,74,118,39,36,32
5924,S01005928,179,101,80,52,18,23,29
5925,S01005929,150,84,43,52,14,6,29
5926,S01005930,142,69,40,84,21,16,23
5927,S01005931,105,132,80,135,27,12,40
5928,S01005932,169,49,50,38,17,18,33
5929,S01005933,130,154,111,145,32,30,33
5930,S01005934,140,112,44,77,14,13,24
5931,S01005935,102,105,55,79,14,11,30
5932,S01005936,165,86,73,47,23,22,29
5933,S01005937,149,91,77,128,44,19,25
5934,S01005938,125,40,68,58,24,24,34
5935,S01005939,222,37,59,55,6,32,27
5936,S01005940,112,66,61,102,29,15,23
5937,S01005941,58,109,83,100,27,19,24
5938,S01005942,122,133,46,91,19,13,29
5939,S01005943,147,155,92,124,37,19,33
5940,S01005944,166,55,77,107,37,21,29
5941,S01005945,149,152,88,101,21,16,41
5942,S01005946,207,80,105,93,20,20,32
5943,S01005947,194,38,56,38,14,17,23
5944,S01005948,152,59,81,51,20,30,25
5945,S01005949,172,135,65,60,20,18,21
5946,S01005950,66,101,67,49,11,11,20
5947,S01005951,151,37,87,55,26,19,27
5948,S01005952,214,62,66,93,30,19,21
5949,S01005953,227,82,116,79,32,24,45
5950,S01005954,160,56,77,34,10,19,21
5951,S01005955,116,52,58,90,38,9,19
5952,S01005956,194,73,111,65,27,20,34
5953,S01005957,269,62,68,48,20,28,26
5954,S01005958,140,49,78,48,15,14,28
5955,S01005959,84,36,52,36,9,8,17
5956,S01005960,60,37,59,44,13,8,27
5957,S01005961,197,52,96,78,18,29,35
5958,S01005962,115,34,44,43,13,16,20
5959,S01005963,117,41,65,54,15,22,20
5960,S01005964,157,71,75,60,18,21,25
5961,S01005965,200,54,73,62,19,21,24
5962,S01005966,214,91,73,40,17,38,30
5963,S01005967,213,60,64,50,23,34,29
5964,S01005968,95,132,89,104,33,41,21
5965,S01005969,146,102,106,75,18,21,21
5966,S01005970,140,81,97,92,17,20,38
5967,S01005971,98,87,67,37,5,19,23
5968,S01005972,143,73,80,84,37,10,35
5969,S01005973,152,71,96,88,24,18,36
5970,S01005974,120,94,94,69,32,16,29
5971,S01005975,133,108,79,54,24,31,25
5972,S01005976,65,108,82,126,36,35,35
5973,S01005977,156,103,81,87,28,19,35
5974,S01005978,67,103,86,139,37,16,17
5975,S01005979,166,144,106,90,25,28,44
5976,S01005980,95,88,108,144,28,20,35
5977,S01005981,111,110,139,42,25,18,25
5978,S01005982,122,111,120,31,9,18,30
5979,S01005983,153,158,175,166,52,29,50
5980,S01005984,85,102,66,118,40,29,33
5981,S01005985,167,134,59,86,24,31,29
5982,S01005986,92,119,94,164,45,46,20
5983,S01005987,80,51,84,19,10,21,18
5984,S01005988,127,112,101,31,6,17,22
5985,S01005989,163,161,87,150,36,23,41
5986,S01005990,183,81,125,35,15,29,22
5987,S01005991,101,145,155,48,20,15,28
5988,S01005992,89,106,85,41,15,21,19
5989,S01005993,146,105,228,58,22,16,59
5990,S01005994,198,125,74,84,22,12,30
5991,S01005995,102,49,72,24,7,18,21
5992,S01005996,37,105,204,139,43,11,42
5993,S01005997,144,73,133,17,7,13,30
5994,S01005998,126,60,94,42,7,24,26
5995,S01005999,127,101,253,88,20,29,51
5996,S01006000,142,127,129,36,9,8,31
5997,S01006001,182,88,67,84,33,29,38
5998,S01006002,82,37,94,32,10,14,21
5999,S01006003,54,82,113,45,4,6,24
6000,S01006004,55,87,163,91,21,14,53
6001,S01006005,110,133,128,45,26,36,26
6002,S01006006,146,83,177,74,21,31,23
6003,S01006007,104,56,78,23,6,17,11
6004,S01006008,100,92,97,39,11,20,17
6005,S01006009,115,55,183,51,17,23,38
6006,S01006010,113,79,271,91,34,19,41
6007,S01006011,149,84,123,39,11,37,25
6008,S01006012,79,142,163,50,12,20,40
6009,S01006013,65,78,98,74,29,24,12
6010,S01006014,110,66,109,40,7,13,34
6011,S01006015,85,55,176,54,17,22,35
6012,S01006016,193,107,263,64,36,29,31
6013,S01006017,132,82,82,47,10,23,24
6014,S01006018,93,142,227,106,22,24,45
6015,S01006019,75,100,195,67,25,14,45
6016,S01006020,119,76,205,60,28,30,17
6017,S01006021,149,106,87,138,46,27,28
6018,S01006022,94,69,65,26,8,27,25
6019,S01006023,139,64,231,60,44,33,32
6020,S01006024,125,125,107,27,3,20,27
6021,S01006025,124,69,163,36,10,16,26
6022,S01006026,108,125,87,37,8,8,43
6023,S01006027,165,58,163,61,20,25,22
6024,S01006028,99,61,93,124,34,24,26
6025,S01006029,137,47,195,55,25,34,38
6026,S01006030,153,74,227,58,47,35,31
6027,S01006031,134,52,161,51,13,27,42
6028,S01006032,187,83,73,107,26,19,34
6029,S01006033,67,84,180,56,29,14,32
6030,S01006034,131,91,107,37,9,25,30
6031,S01006035,160,135,171,34,15,25,56
6032,S01006036,54,134,250,111,35,19,54
6033,S01006037,155,195,156,43,16,19,41
6034,S01006038,90,51,151,42,14,13,24
6035,S01006039,171,53,114,121,31,25,31
6036,S01006040,94,103,119,32,15,14,32
6037,S01006041,123,72,122,27,9,18,38
6038,S01006042,165,47,147,42,19,18,42
6039,S01006043,105,75,143,35,15,19,26
6040,S01006044,153,113,138,46,26,27,43
6041,S01006045,126,43,104,106,41,30,30
6042,S01006046,178,167,115,40,18,29,38
6043,S01006047,166,66,94,22,14,7,32
6044,S01006048,140,71,206,62,29,26,27
6045,S01006049,107,108,90,45,13,20,35
6046,S01006050,166,175,94,35,21,17,41
6047,S01006051,195,256,113,53,21,17,74
6048,S01006052,149,109,171,52,16,22,41
6049,S01006053,160,89,177,57,25,26,43
6050,S01006054,126,137,111,48,14,25,46
6051,S01006055,134,104,126,31,27,27,23
6052,S01006056,160,60,159,168,49,37,36
6053,S01006057,62,90,66,24,10,10,23
6054,S01006058,99,127,49,18,15,32,27
6055,S01006059,87,93,90,24,6,12,20
6056,S01006060,78,52,92,26,13,10,20
6057,S01006061,96,90,50,27,17,17,17
6058,S01006062,84,109,74,30,8,9,28
6059,S01006063,104,113,37,20,7,17,16
6060,S01006064,112,141,74,33,7,20,26
6061,S01006065,104,155,53,34,16,13,34
6062,S01006066,110,190,97,45,22,16,47
6063,S01006067,75,28,96,295,69,52,35
6064,S01006068,60,15,67,98,33,16,27
6065,S01006069,80,20,107,249,65,47,34
6066,S01006070,63,51,24,126,97,48,27
6067,S01006071,148,84,19,148,209,65,35
6068,S01006072,113,49,17,38,123,74,28
6069,S01006073,63,54,6,66,78,22,27
6070,S01006074,112,19,58,84,120,56,33
6071,S01006075,143,95,191,31,34,27,33
6072,S01006076,158,107,179,44,40,37,46
6073,S01006077,82,117,147,28,51,26,47
6074,S01006078,145,152,76,83,109,60,43
6075,S01006079,157,127,60,45,51,32,37
6076,S01006080,261,24,31,49,180,40,43
6077,S01006081,58,37,46,81,160,57,41
6078,S01006082,141,127,169,29,35,33,44
6079,S01006083,106,23,76,59,180,57,44
6080,S01006084,110,156,179,40,42,31,33
6081,S01006085,172,163,58,63,82,17,46
6082,S01006086,136,151,59,43,48,12,41
6083,S01006087,127,134,48,44,61,17,31
6084,S01006088,201,184,77,66,69,16,28
6085,S01006089,123,136,46,52,63,16,28
6086,S01006090,250,140,53,42,26,30,31
6087,S01006091,99,48,22,35,141,60,36
6088,S01006092,157,102,32,36,43,18,29
6089,S01006093,155,97,36,41,52,10,18
6090,S01006094,205,100,45,46,48,22,39
6091,S01006095,186,185,63,54,99,22,41
6092,S01006096,186,111,30,40,44,22,31
6093,S01006097,207,83,54,38,33,15,51
6094,S01006098,134,61,51,47,46,21,35
6095,S01006099,184,76,31,50,76,14,29
6096,S01006100,255,89,32,33,34,16,35
6097,S01006101,193,64,31,39,56,16,25
6098,S01006102,215,56,32,33,40,16,31
6099,S01006103,222,107,39,58,85,17,40
6100,S01006104,222,71,40,28,55,29,35
6101,S01006105,213,66,27,34,50,12,21
6102,S01006106,79,157,57,51,48,13,32
6103,S01006107,92,187,55,28,26,17,22
6104,S01006108,127,229,118,47,39,29,49
6105,S01006109,192,66,27,48,73,32,26
6106,S01006110,96,214,39,24,34,22,29
6107,S01006111,274,45,36,34,48,28,29
6108,S01006112,252,94,39,59,86,34,34
6109,S01006113,202,66,29,49,105,26,43
6110,S01006114,216,49,28,18,41,17,30
6111,S01006115,220,55,21,41,110,41,38
6112,S01006116,256,97,26,85,128,40,40
6113,S01006117,157,125,26,62,60,31,38
6114,S01006118,51,8,14,149,85,38,24
6115,S01006119,232,87,26,84,125,60,29
6116,S01006120,223,235,21,32,85,32,33
6117,S01006121,167,68,29,31,72,15,27
6118,S01006122,202,111,18,62,129,52,49
6119,S01006123,175,145,19,12,52,21,25
6120,S01006124,147,155,15,26,45,19,17
6121,S01006125,164,96,37,21,66,20,18
6122,S01006126,170,195,39,29,71,23,22
6123,S01006127,153,160,24,33,86,27,28
6124,S01006128,146,347,24,22,69,30,21
6125,S01006129,75,11,98,40,151,49,44
6126,S01006130,224,83,29,28,31,20,42
6127,S01006131,115,12,150,123,140,73,39
6128,S01006132,151,89,33,33,42,23,23
6129,S01006133,69,4,7,137,95,41,28
6130,S01006134,142,44,26,26,37,17,18
6131,S01006135,129,61,15,21,18,12,20
6132,S01006136,203,102,19,23,37,29,39
6133,S01006137,371,49,34,12,27,25,16
6134,S01006138,161,72,35,38,72,22,45
6135,S01006139,208,77,25,24,26,17,20
6136,S01006140,229,123,39,61,57,44,28
6137,S01006141,210,111,36,35,38,26,31
6138,S01006142,172,95,40,31,62,27,56
6139,S01006143,110,69,27,35,65,33,29
6140,S01006144,249,150,51,62,86,28,51
6141,S01006145,286,111,26,42,81,42,26
6142,S01006146,194,106,21,49,139,59,21
6143,S01006147,131,167,39,44,92,32,27
6144,S01006148,132,166,48,30,79,37,29
6145,S01006149,96,66,118,124,130,95,68
6146,S01006150,166,33,34,88,196,70,66
6147,S01006151,1347,38,19,10,40,214,40
6148,S01006152,74,128,35,41,114,46,29
6149,S01006153,53,29,50,79,118,103,27
6150,S01006154,197,21,139,36,145,34,41
6151,S01006155,223,22,118,38,104,25,50
6152,S01006156,147,15,51,32,82,32,29
6153,S01006157,168,17,103,35,92,28,29
6154,S01006158,118,81,88,36,172,54,23
6155,S01006159,148,9,94,40,129,39,38
6156,S01006160,150,19,81,32,160,40,15
6157,S01006161,177,9,99,30,146,33,30
6158,S01006162,75,8,37,157,96,34,34
6159,S01006163,137,4,48,90,257,86,69
6160,S01006164,89,5,61,90,72,44,44
6161,S01006165,361,28,75,23,89,86,21
6162,S01006166,177,41,132,30,166,53,35
6163,S01006167,131,83,97,68,145,71,40
6164,S01006168,232,20,3,48,129,47,36
6165,S01006169,100,19,57,132,96,40,37
6166,S01006170,290,3,5,41,168,67,32
6167,S01006171,287,12,4,28,119,50,61
6168,S01006172,156,26,19,24,57,37,32
6169,S01006173,87,22,27,39,111,89,36
6170,S01006174,125,16,43,28,104,86,18
6171,S01006175,125,12,34,42,132,72,51
6172,S01006176,153,13,23,10,95,72,28
6173,S01006177,117,65,64,16,11,20,21
6174,S01006178,174,99,158,37,21,19,38
