GEO_CODE,Pop
S01006035,980
S01006037,896
S01006046,827
S01006051,959
S01006011,840
S01006022,557
S01006024,849
S01006026,786
S01006016,958
S01006027,761
S01006030,962
S01005997,674
S01005995,674
S01006002,564
S01006007,559
S01006006,808
S01006015,744
S01006020,841
S01005981,724
S01005982,762
S01005987,584
S01005988,738
S01005992,780
S01006000,882
S01005830,925
S01005950,543
S01005923,769
S01005931,795
S01005943,934
S01005945,868
S01005949,711
S01005922,952
S01005920,902
S01005934,747
S01005935,651
S01005942,845
S01005897,796
S01005915,733
S01005918,932
S01005929,616
S01005903,918
S01005930,650
S01005871,757
S01005868,786
S01005887,527
S01005883,509
S01005895,644
S01005893,770
S01005904,761
S01005844,768
S01005852,571
S01005845,549
S01005859,765
S01005862,827
S01005866,773
S01005872,800
S01005889,810
S01005909,548
S01005912,846
S01005870,762
S01005877,901
S01005894,638
S01005898,739
S01005910,784
S01005924,666
S01005925,770
S01005937,646
S01005881,803
S01005901,762
S01005919,555
S01005916,759
S01005933,808
S01005941,513
S01005824,747
S01005835,719
S01005882,575
S01005861,598
S01005827,790
S01005837,513
S01005863,938
S01005853,999
S01005793,550
S01005812,734
S01005823,697
S01005817,538
S01005836,724
S01005780,683
S01005784,509
S01005787,765
S01005790,655
S01005795,726
S01005799,791
S01005786,720
S01005792,918
S01005803,667
S01005813,869
S01005815,958
S01005834,713
S01005798,663
S01005811,612
S01005808,808
S01005807,948
S01005809,587
S01005820,713
S01005828,787
S01005822,891
S01005829,791
S01005841,690
S01005839,884
S01005860,778
S01005856,781
S01005864,903
S01005873,1036
S01005840,812
S01005847,784
S01005851,760
S01005846,914
S01005789,931
S01005801,787
S01005810,522
S01005816,784
S01005821,527
S01005825,734
S01006081,775
S01006070,644
S01006083,919
S01006294,650
S01006071,966
S01006073,504
S01006072,637
S01006069,839
S01006067,1035
S01006068,497
S01006091,606
S01006080,976
S01006129,712
S01006074,705
S01006118,551
S01006153,603
S01006133,584
S01006131,922
S01006122,900
S01006078,997
S01006117,826
S01006116,944
S01006076,966
S01006079,788
S01006075,983
S01006077,800
S01006108,944
S01006082,950
S01006084,825
S01006106,626
S01006107,697
S01006110,779
S01006095,937
S01006088,822
S01006085,800
S01006089,762
S01006087,743
S01006086,716
S01006090,899
S01006093,602
S01006092,655
S01006099,578
S01006112,750
S01006103,701
S01006104,777
S01006111,799
S01006101,646
S01006097,948
S01006094,944
S01006098,681
S01006096,738
S01006102,781
S01006109,775
S01006105,706
S01006100,854
S01006113,879
S01006115,904
S01006119,1015
S01006120,875
S01006114,722
S01006121,575
S01006123,653
S01006124,632
S01006126,705
S01006128,812
S01006127,644
S01006130,792
S01006136,975
S01006149,1025
S01006132,823
S01006135,571
S01006137,731
S01006138,636
S01006139,681
S01006141,813
S01006140,867
S01006143,553
S01006142,657
S01006151,1764
S01006144,1002
S01006145,1018
S01006147,799
S01006146,849
S01006152,715
S01006148,784
S01006125,553
S01006134,501
S01006158,873
S01006160,785
S01006167,880
S01006165,861
S01006166,909
S01006159,808
S01006157,771
S01006155,869
S01006156,576
S01006154,794
S01006161,750
S01006169,677
S01006162,649
S01006164,666
S01006163,980
S01006150,987
S01006168,783
S01006171,906
S01006172,523
S01006173,622
S01006170,970
S01006174,585
S01006175,778
S01006176,571
S01006177,660
S01006180,817
S01006179,796
S01006178,869
S01006181,865
S01006183,714
S01006182,560
S01006186,862
S01006192,790
S01006188,744
S01006191,587
S01006193,689
S01006190,823
S01006187,891
S01006185,980
S01006184,795
S01006189,780
S01006194,993
S01006197,861
S01006205,713
S01006199,744
S01006195,769
S01006196,912
S01006204,942
S01006208,740
S01006203,617
S01006210,766
S01006214,766
S01006215,822
S01006218,572
S01006227,715
S01006217,989
S01006243,647
S01006225,828
S01006229,971
S01006231,931
S01006230,835
S01006223,759
S01006228,793
S01006222,994
S01006221,818
S01006226,753
S01006213,891
S01006200,899
S01006198,935
S01006201,1012
S01006202,764
S01006207,908
S01006211,594
S01006216,790
S01006206,841
S01006209,755
S01006219,937
S01006212,856
S01006220,858
S01006224,655
S01006233,711
S01006247,896
S01006262,688
S01006239,523
S01006235,759
S01006242,764
S01006248,828
S01006260,969
S01006261,869
S01006259,705
S01006258,739
S01006255,998
S01006252,640
S01006244,628
S01006232,774
S01006238,1004
S01006234,556
S01006236,641
S01006241,846
S01006249,778
S01006251,624
S01006257,813
S01006237,880
S01006246,750
S01006263,854
S01006240,891
S01006245,653
S01006250,707
S01006254,700
S01006253,706
S01006256,669
S01006286,927
S01006266,826
S01006272,909
S01006277,814
S01006270,937
S01006264,958
S01006275,801
S01006265,822
S01006267,652
S01006268,796
S01006269,659
S01006273,681
S01006271,731
S01006274,605
S01006285,796
S01006278,751
S01006276,846
S01006279,969
S01006280,769
S01006281,779
S01006284,820
S01006282,727
S01006283,732
S01006287,620
S01006289,899
S01006292,890
S01006288,844
S01006290,928
S01006291,534
S01006293,976
S01006297,762
S01006313,1020
S01006295,618
S01006299,781
S01006298,877
S01006302,933
S01006300,806
S01006301,626
S01006296,969
S01006314,673
S01006304,716
S01006303,684
S01006305,677
S01006308,655
S01006309,937
S01006312,664
S01006307,835
S01006310,786
S01006311,782
S01006315,882
S01006335,881
S01006318,774
S01006324,612
S01006337,732
S01006336,787
S01006351,1120
S01006340,744
S01006365,970
S01006361,807
S01006357,749
S01006321,698
S01006322,673
S01006338,876
S01006341,796
S01006347,633
S01006356,744
S01006344,785
S01006352,759
S01006355,738
S01006348,656
S01006354,955
S01006358,702
S01006360,664
S01006363,725
S01006368,855
S01006381,528
S01006398,883
S01006329,965
S01006370,974
S01006384,768
S01006366,743
S01006367,769
S01006362,795
S01006372,768
S01006379,734
S01006442,796
S01006451,714
S01006452,567
S01006461,770
S01006462,741
S01006375,679
S01006401,785
S01006385,942
S01006388,1005
S01006404,775
S01006402,671
S01006408,981
S01006373,858
S01006374,695
S01006377,610
S01006382,710
S01006390,666
S01006456,867
S01006371,545
S01006378,524
S01006376,715
S01006391,960
S01006386,930
S01006383,624
S01006395,935
S01006394,794
S01006396,596
S01006411,819
S01006420,937
S01006412,705
S01006436,755
S01006407,688
S01006423,571
S01006432,722
S01006444,568
S01006445,780
S01006450,682
S01006455,667
S01006459,683
S01006446,871
S01006448,887
S01006425,710
S01006449,511
S01006454,572
S01006406,770
S01006413,668
S01006417,701
S01006433,669
S01006409,619
S01006428,829
S01006437,959
S01006441,709
S01006353,583
S01006345,594
S01006346,633
S01006343,739
S01006339,808
S01006330,754
S01006342,737
S01006349,513
S01006350,715
S01006364,615
S01006306,746
S01006323,904
S01006331,752
S01006333,905
S01006328,722
S01006325,671
S01006320,913
S01006319,881
S01006326,930
S01006327,563
S01006332,654
S01006334,803
S01006317,873
S01006316,929
S01006369,815
S01006410,716
S01006403,776
S01006414,524
S01006424,634
S01006430,618
S01006392,864
S01006427,761
S01006434,813
S01006443,519
S01006460,521
S01006389,701
S01006393,794
S01006387,800
S01006426,548
S01006380,596
S01006418,678
S01006419,570
S01006422,662
S01006397,751
S01006429,573
S01006458,931
S01006405,863
S01006421,568
S01006416,587
S01006415,826
S01006438,606
S01006439,733
S01006447,588
S01006457,645
S01006400,947
S01006399,782
S01006431,573
S01006435,511
S01006440,818
S01006473,841
S01006453,810
S01006359,925
S01006463,678
S01006485,659
S01006486,862
S01006489,784
S01006492,593
S01006493,582
S01006491,828
S01006490,765
S01006494,581
S01006499,831
S01006495,788
S01006498,1102
S01006496,894
S01006505,772
S01006500,741
S01006503,691
S01006502,631
S01006501,972
S01006504,784
S01006487,765
S01006488,629
S01006497,574
S01006484,784
S01006483,911
S01006482,758
S01006470,799
S01006478,849
S01006475,853
S01006480,867
S01006481,597
S01006471,820
S01006467,920
S01006464,747
S01006465,960
S01006466,742
S01006474,818
S01006468,1001
S01006469,679
S01006472,562
S01006476,761
S01006477,789
S01006479,714
