GEO_CODE,Pop
S01001975,845
S01002009,799
S01002020,502
S01002034,972
S01002013,796
S01002037,680
S01002014,814
S01002002,738
S01001987,825
S01001999,748
S01002010,514
S01002019,788
S01002029,756
S01002038,738
S01001990,999
S01001944,765
S01001914,603
S01001917,724
S01001938,595
S01001942,562
S01001939,586
S01001930,772
S01001993,761
S01001974,797
S01001979,703
S01001953,795
S01002047,761
S01002041,929
S01002023,760
S01001996,930
S01002008,863
S01002024,745
S01002032,762
S01002012,778
S01002004,799
S01002016,550
S01002040,532
S01002025,828
S01002030,771
S01002058,668
S01002046,573
S01002059,711
S01002068,896
S01002084,554
S01002073,634
S01002081,697
S01002079,751
S01002091,796
S01002109,866
S01002093,767
S01002085,775
S01002076,838
S01002061,663
S01002063,984
S01002053,760
S01002065,764
S01002027,1047
S01002048,866
S01002060,742
S01002071,675
S01002066,703
S01002106,965
S01002117,631
S01002161,710
S01002131,709
S01002128,788
S01002108,1069
S01002118,960
S01002086,547
S01002087,1043
S01002070,662
S01002101,900
S01002104,1128
S01002129,835
S01002160,791
S01002159,754
S01002151,1106
S01002163,1003
S01002183,842
S01002198,852
S01002175,973
S01002197,566
S01002171,624
S01002146,913
S01002150,689
S01002139,703
S01002124,763
S01002094,742
S01002098,707
S01002039,638
S01001982,529
S01001966,773
S01001957,796
S01001978,795
S01001948,766
S01001935,720
S01001956,789
S01002000,762
S01001962,833
S01002017,1135
S01002044,703
S01002062,625
S01002051,818
S01002083,544
S01002006,938
S01002003,827
S01002055,902
S01002090,1076
S01002088,908
S01002112,1044
S01002116,860
S01002125,1093
S01002127,728
S01002141,688
S01002149,1022
S01002181,762
S01002100,596
S01002080,979
S01002050,710
S01002074,660
S01002107,546
S01002097,801
S01002121,705
S01002130,656
S01002126,669
S01002143,763
S01002102,655
S01002119,602
S01002132,790
S01002155,1012
S01002153,540
S01002179,692
S01002228,978
S01002172,736
S01002167,660
S01002191,919
S01002212,1012
S01002185,802
S01002204,711
S01002211,621
S01002227,835
S01002238,567
S01002239,939
S01002237,1103
S01002250,973
S01002257,713
S01002264,867
S01002261,1022
S01002259,537
S01002317,879
S01002323,785
S01002326,827
S01002318,845
S01002306,775
S01002305,834
S01002310,848
S01002307,692
S01002304,798
S01002288,749
S01002285,782
S01002290,795
S01002270,914
S01002289,799
S01002273,792
S01002266,645
S01002258,777
S01002249,784
S01002244,724
S01002246,895
S01002234,783
S01002216,774
S01002209,916
S01002221,767
S01002233,931
S01002217,914
S01002206,546
S01002189,793
S01002186,737
S01002190,780
S01002203,528
S01002240,748
S01002243,767
S01002254,788
S01002274,779
S01002272,560
S01002286,783
S01002292,810
S01002298,744
S01002313,737
S01002294,632
S01002308,911
S01002320,638
S01002322,689
S01002316,751
S01002314,831
S01002283,744
S01002287,772
S01002300,792
S01002252,607
S01002269,910
S01002248,1169
S01002271,853
S01002255,1039
S01002235,968
S01002230,1024
S01002226,1037
S01002245,949
S01002225,721
S01002202,688
S01002199,816
S01002180,504
S01002182,799
S01002156,759
S01002166,804
S01002168,1005
S01002145,976
S01002208,557
S01002187,903
S01002201,888
S01002218,556
S01002214,768
S01002210,610
S01002195,964
S01002174,913
S01002157,816
S01002178,916
S01002205,767
S01002231,1136
S01002169,783
S01002177,790
S01002158,771
S01002133,1096
S01002136,705
S01002115,1055
S01002099,851
S01002110,687
S01002082,835
S01002075,876
S01002072,1099
S01002056,942
S01002069,600
S01002043,784
S01002095,572
S01002105,1021
S01002122,986
S01002144,721
S01002148,864
S01002152,821
S01002188,783
S01002256,768
S01002223,719
S01002184,792
S01002173,953
S01002193,916
S01002135,863
S01002200,795
S01002215,995
S01002219,672
S01002222,836
S01002247,921
S01002236,907
S01002232,770
S01002241,890
S01002253,1005
S01002267,972
S01002278,1064
S01002279,961
S01002277,781
S01002293,874
S01002284,1023
S01002280,797
S01002297,929
S01002315,558
S01002319,1105
S01002312,653
S01002321,892
S01002325,577
S01002324,761
S01002303,832
S01002309,741
S01002302,932
S01002301,860
S01002291,838
S01002296,738
S01002281,768
S01002282,967
S01002265,1038
S01002275,955
S01002262,789
S01002242,788
S01002268,715
S01002299,841
S01002263,794
S01002311,782
S01002327,800
S01002295,758
S01002276,813
S01002260,853
S01002220,792
S01002224,746
S01002229,785
S01002207,844
S01002194,806
S01002192,866
S01002154,895
S01002140,906
S01002147,965
S01002170,871
S01002196,667
S01002165,957
S01002162,1018
S01002138,628
S01002137,885
S01002096,832
S01002120,762
S01002103,744
S01002077,839
S01002113,762
S01002134,618
S01002111,1023
S01002123,1268
S01002142,1050
S01002089,991
S01002114,715
S01002092,1004
S01002057,858
S01002067,809
S01002042,934
S01002026,738
S01002035,772
S01001998,716
S01001991,792
S01001988,794
S01001985,777
S01001967,675
S01001973,704
S01002015,929
S01002018,832
S01002045,871
S01001995,687
S01001964,778
S01002011,1088
S01001954,499
S01002078,945
S01001887,887
S01001922,782
S01001959,624
S01002022,765
S01002213,829
S01002164,854
S01002176,800
S01002251,826
S01002334,827
S01002329,708
S01002328,765
S01002330,798
S01002335,983
S01002331,709
S01002338,579
S01002336,1019
S01002332,958
S01002333,834
S01002337,977
S01002339,632
S01002340,540
S01002341,560
S01002342,614
S01002343,777
S01002344,532
S01002345,717
S01002347,736
S01002346,921
S01002348,958
S01002349,1026
S01002350,965
S01002352,849
S01002351,652
S01002358,617
S01002369,528
S01002370,724
S01002372,798
S01002373,631
S01002374,710
S01002371,644
S01002368,867
S01002367,871
S01002366,559
S01002363,928
S01002364,748
S01002360,717
S01002356,774
S01002355,881
S01002357,710
S01002359,948
S01002361,606
S01002354,782
S01002362,691
S01002353,745
S01002365,544
S01002568,732
S01002555,726
S01002560,570
S01002543,602
S01002552,593
S01002528,735
S01002537,604
S01002540,628
S01002535,500
S01002545,635
S01002504,914
S01002506,875
S01002530,755
S01002522,704
S01002517,609
S01002525,699
S01002532,774
S01002449,534
S01002465,697
S01002478,992
S01002498,723
S01002494,697
S01002394,662
S01002411,667
S01002420,694
S01002428,532
S01002415,773
S01002412,1006
S01002456,1019
S01002431,760
S01002481,1001
S01002470,913
S01002425,811
S01002438,710
S01002518,729
S01002488,671
S01002513,848
S01002563,1163
S01002567,571
S01002548,991
S01002561,685
S01002523,712
S01002516,744
S01002539,811
S01002541,989
S01002526,578
S01002553,819
S01002534,978
S01002533,864
S01002549,570
S01002557,898
S01002546,683
S01002551,595
S01002559,687
S01002542,586
S01002566,779
S01002562,654
S01002565,911
S01002564,620
S01002538,956
S01002547,748
S01002550,544
S01002544,790
S01002554,661
S01002556,778
S01002558,530
S01002531,888
S01002569,977
S01002570,619
S01002571,654
S01002520,624
S01002536,510
S01002519,874
S01002529,902
S01002514,593
S01002527,781
S01002500,580
S01002493,943
S01002476,827
S01002474,563
S01002462,673
S01002497,788
S01002459,580
S01002458,877
S01002489,553
S01002487,525
S01002496,629
S01002445,749
S01002447,737
S01002437,501
S01002429,724
S01002423,732
S01002442,511
S01002426,634
S01002446,818
S01002430,565
S01002422,604
S01002391,883
S01002424,900
S01002433,534
S01002444,531
S01002468,610
S01002450,712
S01002467,506
S01002457,822
S01002479,739
S01002460,846
S01002448,574
S01002441,638
S01002436,814
S01002435,717
S01002419,542
S01002379,945
S01002410,532
S01002401,964
S01002402,895
S01002403,773
S01002407,803
S01002399,1017
S01002386,995
S01002378,556
S01002388,824
S01002377,850
S01002375,895
S01002380,702
S01002392,1036
S01002387,617
S01002376,868
S01002385,819
S01002397,1172
S01002406,790
S01002389,746
S01002396,754
S01002393,520
S01002395,768
S01002390,735
S01002381,829
S01002384,554
S01002383,544
S01002382,666
S01002405,777
S01002416,533
S01002400,887
S01002398,834
S01002417,722
S01002409,715
S01002475,531
S01002413,703
S01002408,885
S01002404,990
S01002434,923
S01002418,945
S01002414,613
S01002427,805
S01002443,715
S01002464,545
S01002452,568
S01002471,562
S01002495,696
S01002480,568
S01002499,858
S01002507,607
S01002515,615
S01002521,582
S01002524,590
S01002510,1022
S01002472,581
S01002490,619
S01002482,859
S01002473,925
S01002511,498
S01002508,831
S01002439,812
S01002440,913
S01002483,701
S01002463,1013
S01002454,807
S01002451,1092
S01002421,876
S01002485,892
S01002477,835
S01002466,996
S01002453,799
S01002484,851
S01002469,651
S01002455,627
S01002461,477
S01002491,499
S01002502,890
S01002512,544
S01002501,497
S01002503,575
S01002432,716
S01002492,634
S01002509,1000
S01002505,772
S01002486,557
S01002683,832
S01002674,755
S01002661,872
S01002665,787
S01002708,724
S01002700,909
S01002666,816
S01002702,618
S01002716,575
S01002701,916
S01002694,764
S01002739,805
S01002772,1077
S01002697,916
S01002647,939
S01002617,940
S01002668,521
S01002615,564
S01002628,805
S01002641,961
S01002631,741
S01002589,789
S01002612,762
S01002595,677
S01002659,929
S01002650,673
S01002627,1064
S01002699,531
S01002689,697
S01002687,832
S01002693,547
S01002688,718
S01002703,942
S01002679,943
S01002669,944
S01002673,532
S01002677,991
S01002680,999
S01002685,914
S01002676,835
S01002692,926
S01002684,725
S01002671,963
S01002658,1004
S01002639,1023
S01002626,759
S01002646,659
S01002643,521
S01002652,733
S01002642,573
S01002663,709
S01002664,940
S01002660,943
S01002670,655
S01002675,931
S01002681,756
S01002691,1096
S01002710,580
S01002712,790
S01002704,682
S01002690,565
S01002622,903
S01002678,1010
S01002653,762
S01002667,647
S01002672,670
S01002638,790
S01002656,1095
S01002649,847
S01002655,817
S01002651,667
S01002637,800
S01002632,596
S01002645,652
S01002633,1000
S01002623,684
S01002625,983
S01002621,630
S01002616,633
S01002629,821
S01002619,789
S01002624,782
S01002607,872
S01002609,791
S01002611,854
S01002601,668
S01002606,601
S01002605,632
S01002610,928
S01002599,551
S01002597,517
S01002603,744
S01002592,931
S01002593,777
S01002591,576
S01002575,846
S01002583,790
S01002584,780
S01002598,916
S01002582,720
S01002574,781
S01002572,579
S01002573,523
S01002580,799
S01002586,556
S01002577,965
S01002585,877
S01002581,783
S01002594,680
S01002600,882
S01002648,760
S01002579,809
S01002590,757
S01002578,779
S01002576,741
S01002587,718
S01002588,787
S01002602,528
S01002596,752
S01002604,993
S01002608,600
S01002682,588
S01002696,778
S01002698,729
S01002707,909
S01002711,894
S01002715,922
S01002725,912
S01002728,857
S01002736,715
S01002740,570
S01002792,916
S01002809,736
S01002734,939
S01002798,595
S01002791,676
S01002785,764
S01002803,836
S01002796,573
S01002790,812
S01002799,622
S01002816,568
S01002815,786
S01002813,789
S01002822,908
S01002820,924
S01002817,575
S01002819,828
S01002783,792
S01002804,592
S01002805,856
S01002801,986
S01002807,720
S01002808,848
S01002812,630
S01002794,876
S01002806,590
S01002786,742
S01002778,855
S01002760,515
S01002757,580
S01002752,555
S01002745,609
S01002750,918
S01002762,708
S01002777,1000
S01002614,943
S01002613,904
S01002705,679
S01002695,624
S01002630,638
S01002620,826
S01002618,793
S01002662,814
S01002644,761
S01002640,765
S01002636,562
S01002635,594
S01002634,781
S01002654,725
S01002657,815
S01002686,863
S01002713,797
S01002714,929
S01002709,615
S01002706,810
S01002726,796
S01002730,772
S01002722,668
S01002717,766
S01002741,865
S01002732,684
S01002737,743
S01002724,822
S01002731,790
S01002733,627
S01002742,837
S01002738,720
S01002721,804
S01002718,895
S01002723,637
S01002719,788
S01002720,773
S01002727,978
S01002729,941
S01002768,849
S01002767,950
S01002753,724
S01002746,834
S01002774,787
S01002758,733
S01002763,917
S01002769,787
S01002749,779
S01002755,792
S01002771,778
S01002776,698
S01002780,916
S01002751,970
S01002789,774
S01002795,673
S01002797,840
S01002802,652
S01002800,811
S01002787,773
S01002781,947
S01002814,721
S01002788,816
S01002775,818
S01002759,750
S01002764,658
S01002743,580
S01002747,595
S01002735,933
S01002748,589
S01002754,610
S01002744,567
S01002793,801
S01002810,967
S01002782,848
S01002761,764
S01002765,751
S01002779,637
S01002784,567
S01002770,544
S01002756,833
S01002773,973
S01002766,893
S01002811,959
S01002821,975
S01002838,568
S01002831,800
S01002827,670
S01002818,582
S01002824,777
S01002867,578
S01002878,567
S01002870,925
S01002903,869
S01002935,828
S01002905,745
S01002874,909
S01002900,744
S01002890,752
S01002889,847
S01002877,876
S01002875,773
S01002891,792
S01002884,804
S01002896,719
S01002862,640
S01002860,1028
S01002861,965
S01002873,784
S01002879,861
S01002869,545
S01002876,697
S01002866,1083
S01002868,754
S01002893,729
S01002872,627
S01002836,581
S01002833,1119
S01002841,626
S01002832,816
S01002828,633
S01002844,605
S01002847,926
S01002858,480
S01002848,853
S01002849,1051
S01002840,683
S01002883,1133
S01002865,919
S01002912,980
S01002913,805
S01002932,771
S01002934,953
S01002906,845
S01002926,819
S01002919,945
S01002915,1019
S01002914,718
S01002936,713
S01002925,1034
S01002930,663
S01002927,790
S01002899,506
S01002907,610
S01002904,651
S01002939,546
S01002880,513
S01002898,993
S01002943,530
S01002846,905
S01002857,505
S01002871,606
S01002885,792
S01002835,751
S01002830,663
S01002829,812
S01002825,975
S01002823,825
S01002826,546
S01002834,911
S01002863,793
S01002864,612
S01002855,685
S01002854,839
S01002843,891
S01002852,1000
S01002859,851
S01002837,598
S01002845,782
S01002842,628
S01002839,541
S01002853,527
S01002850,903
S01002856,776
S01002894,782
S01002897,605
S01002908,787
S01002882,748
S01002881,878
S01002886,678
S01002892,664
S01002887,635
S01002895,659
S01002901,835
S01002946,641
S01002910,780
S01002941,968
S01002918,793
S01002921,736
S01002928,561
S01002911,915
S01002916,832
S01002909,727
S01002929,801
S01002922,560
S01002931,793
S01002950,747
S01002952,620
S01002965,816
S01002955,988
S01002956,767
S01002945,699
S01002948,875
S01002947,621
S01002963,778
S01002961,774
S01002967,832
S01002957,960
S01002954,869
S01003003,555
S01003001,604
S01003002,764
S01002998,788
S01002966,838
S01002970,522
S01002973,895
S01002974,612
S01002962,628
S01002972,905
S01002975,644
S01002979,710
S01002976,939
S01002977,711
S01002971,1082
S01002978,1071
S01002969,1027
S01002960,697
S01002959,978
S01002988,698
S01002958,562
S01002888,603
S01002924,699
S01002851,658
S01002949,507
S01002942,598
S01002920,639
S01002917,671
S01002902,838
S01002923,705
S01002937,642
S01002940,526
S01002933,865
S01002944,952
S01002938,805
S01002953,983
S01002951,898
S01002964,819
S01002984,743
S01002987,638
S01002986,756
S01002980,790
S01002983,777
S01002995,745
S01002994,1117
S01002997,667
S01002989,975
S01002990,580
S01002999,960
S01002968,712
S01002993,1364
S01002981,827
S01002982,680
S01002985,564
S01002992,694
S01002996,1590
S01003000,900
S01002991,802
S01003007,781
S01003004,524
S01003011,623
S01003009,534
S01003008,963
S01003013,582
S01003012,989
S01003010,601
S01003006,737
S01003005,561
S01003024,680
S01003023,792
S01003022,980
S01003020,662
S01003019,799
S01003016,580
S01003017,706
S01003018,782
S01003021,691
S01003015,772
S01003014,683
S01003027,1148
S01003056,1018
S01003039,1002
S01003034,902
S01003037,799
S01003045,843
S01003051,938
S01003053,929
S01003062,1033
S01003058,766
S01003041,729
S01003038,896
S01003111,928
S01003088,1000
S01003083,1072
S01003084,873
S01003082,742
S01003099,590
S01003107,1073
S01003101,607
S01003097,779
S01003140,1000
S01003121,964
S01003147,923
S01003144,910
S01003161,609
S01003160,769
S01003169,1025
S01003123,846
S01003155,1081
S01003120,1073
S01003184,875
S01003204,1021
S01003215,1011
S01003181,927
S01003182,807
S01003167,800
S01003255,944
S01003239,999
S01003221,876
S01003218,744
S01003326,799
S01003307,1075
S01003310,796
S01003287,603
S01003284,961
S01003278,854
S01003238,749
S01003240,775
S01003216,744
S01003261,982
S01003298,1074
S01003265,726
S01003282,862
S01003243,884
S01003344,795
S01003362,813
S01003350,731
S01003334,921
S01003312,649
S01003308,900
S01003291,756
S01003345,1019
S01003325,852
S01003339,827
S01003436,583
S01003349,881
S01003375,756
S01003386,689
S01003411,1060
S01003424,994
S01003384,1025
S01003396,815
S01003364,664
S01003367,1058
S01003441,1025
S01003412,915
S01003346,902
S01003294,790
S01003306,943
S01003250,582
S01003203,862
S01003178,813
S01003209,596
S01003264,584
S01003230,826
S01003219,760
S01003388,1011
S01003418,948
S01003365,917
S01003357,1057
S01003351,1079
S01003322,799
S01003316,736
S01003324,841
S01003338,900
S01003348,907
S01003286,1048
S01003315,615
S01003320,646
S01003327,692
S01003280,990
S01003304,781
S01003242,1036
S01003256,924
S01003234,843
S01003236,832
S01003229,1061
S01003257,822
S01003227,925
S01003222,775
S01003207,814
S01003211,920
S01003220,798
S01003188,828
S01003179,716
S01003174,803
S01003191,529
S01003200,696
S01003206,745
S01003189,841
S01003175,797
S01003190,758
S01003198,932
S01003165,985
S01003185,530
S01003117,788
S01003124,819
S01003131,846
S01003152,978
S01003164,951
S01003156,838
S01003172,718
S01003183,773
S01003192,796
S01003187,963
S01003176,770
S01003173,542
S01003177,1060
S01003210,903
S01003171,635
S01003196,947
S01003186,908
S01003170,935
S01003163,655
S01003153,796
S01003157,982
S01003168,842
S01003166,660
S01003139,979
S01003149,907
S01003154,891
S01003146,672
S01003137,668
S01003129,1080
S01003133,1206
S01003125,796
S01003141,725
S01003132,594
S01003115,546
S01003138,1017
S01003126,918
S01003118,900
S01003104,999
S01003076,973
S01003064,926
S01003081,936
S01003072,1049
S01003055,865
S01003070,790
S01003077,1016
S01003092,808
S01003069,606
S01003093,1018
S01003100,860
S01003074,788
S01003095,837
S01003106,737
S01003089,620
S01003086,715
S01003094,1013
S01003090,768
S01003110,827
S01003109,991
S01003071,649
S01003059,890
S01003078,722
S01003065,919
S01003066,943
S01003079,914
S01003050,798
S01003047,1065
S01003061,849
S01003068,859
S01003067,661
S01003025,751
S01003026,627
S01003029,770
S01003030,850
S01003028,768
S01003033,580
S01003036,936
S01003035,766
S01003032,771
S01003044,1082
S01003048,805
S01003060,692
S01003043,577
S01003046,754
S01003042,652
S01003049,584
S01003040,1005
S01003054,896
S01003057,709
S01003063,799
S01003052,759
S01003080,859
S01003073,763
S01003087,679
S01003075,735
S01003091,634
S01003096,714
S01003102,799
S01003119,722
S01003105,798
S01003127,850
S01003113,756
S01003103,789
S01003108,735
S01003116,872
S01003112,952
S01003098,1037
S01003085,1010
S01003128,720
S01003114,947
S01003130,786
S01003143,877
S01003136,809
S01003122,777
S01003134,754
S01003142,727
S01003150,781
S01003159,606
S01003135,759
S01003158,752
S01003202,922
S01003245,849
S01003225,794
S01003272,989
S01003297,537
S01003268,793
S01003303,1082
S01003232,779
S01003285,887
S01003274,1065
S01003302,948
S01003331,636
S01003333,940
S01003328,586
S01003271,874
S01003335,543
S01003270,792
S01003248,809
S01003254,613
S01003205,825
S01003251,834
S01003217,788
S01003201,798
S01003296,680
S01003253,822
S01003273,764
S01003314,598
S01003263,753
S01003279,553
S01003313,1003
S01003299,516
S01003289,589
S01003247,757
S01003249,707
S01003269,910
S01003228,916
S01003223,980
S01003199,927
S01003262,778
S01003213,592
S01003194,795
S01003226,792
S01003208,900
S01003180,752
S01003151,790
S01003162,688
S01003235,798
S01003241,828
S01003195,818
S01003145,741
S01003148,775
S01003212,779
S01003233,1017
S01003224,749
S01003260,781
S01003197,668
S01003214,799
S01003231,984
S01003258,919
S01003237,1025
S01003252,697
S01003193,675
S01003341,795
S01003277,678
S01003259,1111
S01003244,999
S01003300,839
S01003283,776
S01003311,794
S01003323,668
S01003292,784
S01003276,784
S01003288,778
S01003321,790
S01003318,843
S01003330,986
S01003359,977
S01003502,727
S01003414,659
S01003398,884
S01003405,838
S01003394,1001
S01003434,910
S01003435,920
S01003456,747
S01003402,898
S01003462,611
S01003444,841
S01003528,604
S01003476,819
S01003455,782
S01003379,913
S01003376,645
S01003390,956
S01003397,878
S01003420,987
S01003343,611
S01003317,778
S01003352,831
S01003360,807
S01003374,529
S01003419,970
S01003332,676
S01003295,1061
S01003336,956
S01003361,759
S01003340,1072
S01003363,793
S01003329,832
S01003267,970
S01003246,1007
S01003275,1032
S01003305,750
S01003293,942
S01003281,845
S01003290,767
S01003266,749
S01003301,781
S01003309,791
S01003337,949
S01003354,965
S01003369,734
S01003407,734
S01003427,943
S01003393,1036
S01003381,787
S01003400,775
S01003421,559
S01003452,1159
S01003404,678
S01003383,954
S01003377,789
S01003428,768
S01003413,806
S01003401,792
S01003372,741
S01003467,757
S01003512,726
S01003523,577
S01003459,915
S01003471,954
S01003483,634
S01003431,722
S01003461,791
S01003440,561
S01003448,743
S01003486,913
S01003613,848
S01003489,983
S01003515,750
S01003516,707
S01003583,581
S01003538,670
S01003563,608
S01003550,713
S01003588,721
S01003641,752
S01003616,758
S01003626,889
S01003602,728
S01003607,557
S01003628,742
S01003655,948
S01003634,1117
S01003577,742
S01003578,521
S01003598,725
S01003557,785
S01003548,529
S01003529,543
S01003495,856
S01003549,770
S01003551,745
S01003533,765
S01003541,878
S01003534,943
S01003644,880
S01003606,879
S01003565,856
S01003572,999
S01003573,919
S01003649,1072
S01003611,854
S01003580,960
S01003627,588
S01003601,844
S01003492,979
S01003546,950
S01003510,970
S01003491,728
S01003567,924
S01003472,811
S01003463,799
S01003488,1006
S01003458,904
S01003457,945
S01003442,786
S01003445,944
S01003443,959
S01003417,803
S01003409,910
S01003391,818
S01003395,744
S01003392,793
S01003422,794
S01003406,721
S01003426,1001
S01003387,794
S01003389,980
S01003353,910
S01003347,822
S01003378,934
S01003385,851
S01003371,754
S01003370,776
S01003380,786
S01003355,879
S01003342,948
S01003356,919
S01003368,973
S01003415,1334
S01003399,1573
S01003447,1785
S01003416,882
S01003366,666
S01003358,859
S01003433,981
S01003449,883
S01003446,530
S01003410,770
S01003439,897
S01003373,913
S01003382,913
S01003408,662
S01003403,755
S01003430,759
S01003423,552
S01003450,787
S01003438,902
S01003425,931
S01003429,1067
S01003432,936
S01003437,610
S01003453,800
S01003487,998
S01003485,990
S01003468,732
S01003474,746
S01003464,924
S01003454,723
S01003473,931
S01003500,645
S01003494,776
S01003506,979
S01003490,747
S01003475,874
S01003507,528
S01003482,657
S01003519,677
S01003537,796
S01003517,740
S01003530,791
S01003540,965
S01003543,736
S01003553,691
S01003564,887
S01003579,632
S01003561,1003
S01003581,1783
S01003592,980
S01003566,750
S01003585,557
S01003604,837
S01003574,953
S01003582,643
S01003629,808
S01003621,969
S01003595,959
S01003624,1072
S01003599,657
S01003666,743
S01003636,995
S01003653,786
S01003640,961
S01003669,569
S01003657,952
S01003687,702
S01003710,894
S01003680,840
S01003672,884
S01003677,774
S01003686,1028
S01003691,1094
S01003699,1044
S01003682,1103
S01003695,1049
S01003700,1049
S01003688,950
S01003670,945
S01003656,575
S01003664,548
S01003665,657
S01003673,728
S01003652,633
S01003650,719
S01003643,814
S01003663,767
S01003600,895
S01003619,886
S01003625,776
S01003617,953
S01003596,775
S01003638,763
S01003623,947
S01003594,1013
S01003620,960
S01003589,1250
S01003568,842
S01003547,790
S01003555,818
S01003526,925
S01003544,553
S01003554,776
S01003509,849
S01003520,756
S01003521,524
S01003501,633
S01003504,725
S01003513,717
S01003484,906
S01003497,966
S01003470,811
S01003478,763
S01003503,670
S01003466,750
S01003460,897
S01003479,791
S01003451,763
S01003469,1002
S01003465,842
S01003477,972
S01003496,859
S01003525,974
S01003508,810
S01003499,991
S01003481,1001
S01003552,882
S01003511,1030
S01003536,1031
S01003558,949
S01003542,838
S01003545,980
S01003522,810
S01003514,799
S01003614,568
S01003591,1149
S01003587,1060
S01003576,911
S01003597,638
S01003609,1049
S01003498,997
S01003560,1029
S01003524,1055
S01003539,975
S01003569,725
S01003527,910
S01003532,1057
S01003493,728
S01003480,664
S01003518,1053
S01003535,775
S01003586,921
S01003570,772
S01003559,897
S01003575,887
S01003556,723
S01003571,897
S01003584,767
S01003562,697
S01003593,873
S01003531,795
S01003608,540
S01003615,542
S01003610,748
S01003633,921
S01003654,1106
S01003590,771
S01003685,548
S01003678,699
S01003658,895
S01003667,915
S01003679,1064
S01003639,794
S01003674,843
S01003603,835
S01003622,783
S01003605,668
S01003642,832
S01003690,961
S01003681,590
S01003662,610
S01003630,754
S01003645,572
S01003631,748
S01003651,754
S01003646,830
S01003618,770
S01003661,839
S01003675,696
S01003612,911
S01003632,785
S01003635,572
S01003668,789
S01003671,699
S01003676,710
S01003659,873
S01003648,804
S01003637,799
S01003647,712
S01003701,962
S01003692,1023
S01003683,664
S01003689,623
S01003684,749
S01003696,1095
S01003693,619
S01003694,893
S01003697,988
S01003698,942
S01003702,838
S01003703,1088
S01003706,779
S01003705,875
S01003716,770
S01003708,658
S01003711,900
S01003714,927
S01003713,690
S01003718,707
S01003717,827
S01003709,899
S01003707,960
S01003712,961
S01003715,861
S01003704,713
S01003739,528
S01003728,500
S01003746,796
S01003745,797
S01003720,931
S01003741,851
S01003724,786
S01003735,741
S01003738,660
S01003733,826
S01003737,633
S01003734,713
S01003736,832
S01003725,613
S01003729,703
S01003726,684
S01003727,750
S01003732,820
S01003731,573
S01003730,646
S01003723,548
S01003719,564
S01003721,749
S01003722,897
S01003740,577
S01003742,527
S01003744,586
S01003747,982
S01003743,580
S01003748,591
S01003749,819
S01003750,615
S01003754,891
S01003755,724
S01003751,951
S01003759,615
S01003760,758
S01003756,728
S01003772,574
S01003764,859
S01003766,611
S01003767,696
S01003771,678
S01003875,514
S01003888,633
S01003899,717
S01003883,535
S01003857,738
S01003782,560
S01003900,708
S01003894,826
S01003887,871
S01003892,627
S01003898,762
S01003890,652
S01003896,683
S01003891,789
S01003886,580
S01003882,530
S01003885,673
S01003762,838
S01003780,979
S01003865,810
S01003874,844
S01003850,560
S01003878,968
S01003861,806
S01003856,726
S01003858,621
S01003859,570
S01003863,750
S01003851,872
S01003830,917
S01003838,623
S01003844,781
S01003836,589
S01003828,696
S01003816,846
S01003819,613
S01003811,702
S01003804,632
S01003784,580
S01003778,512
S01003792,680
S01003781,648
S01003787,613
S01003788,724
S01003785,830
S01003789,522
S01003786,928
S01003801,808
S01003798,818
S01003796,659
S01003790,618
S01003794,711
S01003797,957
S01003802,765
S01003806,672
S01003793,544
S01003791,633
S01003813,946
S01003807,934
S01003799,841
S01003853,763
S01003832,851
S01003839,674
S01003825,812
S01003822,739
S01003814,773
S01003810,892
S01003815,716
S01003820,999
S01003823,937
S01003805,1022
S01003812,898
S01003817,926
S01003829,665
S01003818,830
S01003827,856
S01003833,593
S01003837,764
S01003845,982
S01003824,685
S01003849,756
S01003855,1000
S01003862,610
S01003860,669
S01003835,536
S01003848,734
S01003840,712
S01003834,675
S01003852,563
S01003783,1033
S01003809,768
S01003831,641
S01003821,837
S01003775,768
S01003777,927
S01003803,653
S01003795,580
S01003842,588
S01003847,578
S01003854,586
S01003843,651
S01003770,631
S01003758,749
S01003769,671
S01003776,578
S01003753,913
S01003757,592
S01003773,710
S01003774,650
S01003765,739
S01003763,917
S01003761,817
S01003768,576
S01003752,795
S01003779,560
S01003911,613
S01003826,721
S01003800,697
S01003808,666
S01003866,818
S01003914,891
S01003871,797
S01003841,577
S01003933,644
S01003946,836
S01003869,671
S01003846,796
S01003955,679
S01003948,629
S01003956,629
S01003963,535
S01003953,576
S01003913,753
S01003902,918
S01003873,978
S01003915,638
S01003938,526
S01003927,672
S01003918,886
S01003936,878
S01003932,896
S01003872,844
S01003867,1009
S01003870,803
S01003877,566
S01003889,586
S01003895,687
S01003884,754
S01003879,634
S01003910,712
S01003908,823
S01003907,774
S01003906,723
S01003904,708
S01003909,681
S01003912,685
S01003901,608
S01003897,678
S01003893,632
S01003880,891
S01003903,664
S01003881,759
S01003868,639
S01003864,887
S01003905,864
S01003876,645
S01003916,775
S01003917,886
S01003928,890
S01003926,632
S01003922,827
S01003931,882
S01003921,775
S01003929,502
S01003930,746
S01003924,505
S01003920,648
S01003923,765
S01003925,772
S01003919,582
S01003934,898
S01003935,761
S01003947,511
S01003941,583
S01003939,589
S01003937,808
S01003942,749
S01003940,865
S01003949,594
S01003943,675
S01003944,639
S01003945,690
S01003959,730
